op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
763,self_attn,,,view_as_complex,"[[B, 1, 1, d_rope/2, 2]]",,,"[[B, 1, 1, d_rope/2]]",[762],5,self_attn,,1,model.layers.5.self_attn,aten.view_as_complex.default,[],decode,True
764,self_attn,,,unsqueeze,"[[B, 1, d_rope/2]]",,,"[[B, 1, 1, d_rope/2]]",[37],5,self_attn,,1,model.layers.5.self_attn,aten.unsqueeze.default,[],decode,True
765,self_attn,,,elementwise_mul,"[[B, n_h, 1, d_rope/2], [B, 1, 1, d_rope/2]]",,,"[[B, n_h, 1, d_rope/2]]","[760, 764]",5,self_attn,,1,model.layers.5.self_attn,aten.mul.Tensor,[],decode,False
766,self_attn,,,view_as_real,"[[B, n_h, 1, d_rope/2]]",,,"[[B, n_h, 1, d_rope/2, 2]]",[765],5,self_attn,,1,model.layers.5.self_attn,aten.view_as_real.default,[],decode,True
767,self_attn,,,view,"[[B, n_h, 1, d_rope/2, 2]]",,,"[[B, n_h, 1, d_rope]]",[766],5,self_attn,,1,model.layers.5.self_attn,aten.view.default,[],decode,True
768,self_attn,,,_to_copy,"[[B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_rope]]",[767],5,self_attn,,1,model.layers.5.self_attn,aten._to_copy.default,[],decode,True
769,self_attn,,,elementwise_mul,"[[B, 1, 1, d_rope/2], [B, 1, 1, d_rope/2]]",,,"[[B, 1, 1, d_rope/2]]","[763, 764]",5,self_attn,,1,model.layers.5.self_attn,aten.mul.Tensor,[],decode,False
770,self_attn,,,view_as_real,"[[B, 1, 1, d_rope/2]]",,,"[[B, 1, 1, d_rope/2, 2]]",[769],5,self_attn,,1,model.layers.5.self_attn,aten.view_as_real.default,[],decode,True
771,self_attn,,,view,"[[B, 1, 1, d_rope/2, 2]]",,,"[[B, 1, 1, d_rope]]",[770],5,self_attn,,1,model.layers.5.self_attn,aten.view.default,[],decode,True
772,self_attn,,,_to_copy,"[[B, 1, 1, d_rope]]",,,"[[B, 1, 1, d_rope]]",[771],5,self_attn,,1,model.layers.5.self_attn,aten._to_copy.default,[],decode,True
773,self_attn,,,expand,"[[B, 1, 1, d_rope]]",,,"[[B, n_h, 1, d_rope]]",[772],5,self_attn,,1,model.layers.5.self_attn,aten.expand.default,[],decode,True
774,self_attn,,,concat,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]","[736, 768]",5,self_attn,,1,model.layers.5.self_attn,aten.cat.default,[],decode,False
775,self_attn,,,concat,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]","[756, 773]",5,self_attn,,1,model.layers.5.self_attn,aten.cat.default,[],decode,False
776,self_attn,,,concat,"[[B, n_h, T, d_nope+d_rope], [B, n_h, 1, d_nope+d_rope]]",,,"[[B, n_h, T+1, d_nope+d_rope]]",[775],5,self_attn,,1,model.layers.5.self_attn,aten.cat.default,[],decode,False
777,self_attn,,,concat,"[[B, n_h, T, d_v], [B, n_h, 1, d_v]]",,,"[[B, n_h, T+1, d_v]]",[756],5,self_attn,,1,model.layers.5.self_attn,aten.cat.default,[],decode,False
778,self_attn,,,transpose,"[[B, n_h, T+1, d_nope+d_rope]]",,,"[[B, n_h, d_nope+d_rope, T+1]]",[776],5,self_attn,,1,model.layers.5.self_attn,aten.transpose.int,[],decode,True
779,self_attn,,,expand,"[[B, n_h, 1, d_nope+d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]",[774],5,self_attn,,1,model.layers.5.self_attn,aten.expand.default,[],decode,True
780,self_attn,,,view,"[[B, n_h, 1, d_nope+d_rope]]",,,"[[n_h, B, d_nope+d_rope]]",[779],5,self_attn,,1,model.layers.5.self_attn,aten.view.default,[],decode,True
781,self_attn,,,expand,"[[B, n_h, d_nope+d_rope, T+1]]",,,"[[B, n_h, d_nope+d_rope, T+1]]",[778],5,self_attn,,1,model.layers.5.self_attn,aten.expand.default,[],decode,True
782,self_attn,,,view,"[[B, n_h, d_nope+d_rope, T+1]]",,,"[[n_h, d_nope+d_rope, T+1]]",[781],5,self_attn,,1,model.layers.5.self_attn,aten.view.default,[],decode,True
783,self_attn,,,batched_matmul,"[[n_h, B, d_nope+d_rope], [n_h, d_nope+d_rope, T+1]]",,,"[[n_h, B, T+1]]","[780, 782]",5,self_attn,,1,model.layers.5.self_attn,aten.bmm.default,[],decode,False
784,self_attn,,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[783],5,self_attn,,1,model.layers.5.self_attn,aten._unsafe_view.default,[],decode,True
785,self_attn,,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[784],5,self_attn,,1,model.layers.5.self_attn,aten.mul.Tensor,[],decode,False
786,self_attn,,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[22, 785]",5,self_attn,,1,model.layers.5.self_attn,aten.add.Tensor,[],decode,False
787,self_attn,,,_to_copy,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[786],5,self_attn,,1,model.layers.5.self_attn,aten._to_copy.default,[],decode,True
788,self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[787],5,self_attn,,1,model.layers.5.self_attn,aten._softmax.default,[],decode,False
789,self_attn,,,_to_copy,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[788],5,self_attn,,1,model.layers.5.self_attn,aten._to_copy.default,[],decode,True
790,self_attn,,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[789],5,self_attn,,1,model.layers.5.self_attn,aten.expand.default,[],decode,True
791,self_attn,,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[790],5,self_attn,,1,model.layers.5.self_attn,aten.view.default,[],decode,True
792,self_attn,,,expand,"[[B, n_h, T+1, d_v]]",,,"[[B, n_h, T+1, d_v]]",[777],5,self_attn,,1,model.layers.5.self_attn,aten.expand.default,[],decode,True
793,self_attn,,,view,"[[B, n_h, T+1, d_v]]",,,"[[n_h, T+1, d_v]]",[792],5,self_attn,,1,model.layers.5.self_attn,aten.view.default,[],decode,True
794,self_attn,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_v]]",,,"[[n_h, B, d_v]]","[791, 793]",5,self_attn,,1,model.layers.5.self_attn,aten.bmm.default,[],decode,False
795,self_attn,,,_unsafe_view,"[[n_h, B, d_v]]",,,"[[B, n_h, 1, d_v]]",[794],5,self_attn,,1,model.layers.5.self_attn,aten._unsafe_view.default,[],decode,True
796,self_attn,,,transpose,"[[B, n_h, 1, d_v]]",,,"[[B, 1, n_h, d_v]]",[795],5,self_attn,,1,model.layers.5.self_attn,aten.transpose.int,[],decode,True
797,self_attn,,,view,"[[B, 1, n_h, d_v]]",,,"[[B, 1, n_h*d_v]]",[796],5,self_attn,,1,model.layers.5.self_attn,aten.view.default,[],decode,True
798,self_attn,o_proj,,t,"[[d_model, n_h*d_v]]","[d_model, n_h*d_v]",0,"[[n_h*d_v, d_model]]",[],5,self_attn,o_proj,2,model.layers.5.self_attn.o_proj,aten.t.default,[model.layers.5.self_attn.o_proj.weight],decode,True
799,self_attn,o_proj,,view,"[[B, 1, n_h*d_v]]",,,"[[B, n_h*d_v]]",[797],5,self_attn,o_proj,2,model.layers.5.self_attn.o_proj,aten.view.default,[],decode,True
800,self_attn,o_proj,,matmul,"[[B, n_h*d_v], [n_h*d_v, d_model]]","[d_model, n_h*d_v]",1,"[[B, d_model]]","[798, 799]",5,self_attn,o_proj,2,model.layers.5.self_attn.o_proj,aten.mm.default,[model.layers.5.self_attn.o_proj.weight],decode,False
801,self_attn,o_proj,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[800],5,self_attn,o_proj,2,model.layers.5.self_attn.o_proj,aten._unsafe_view.default,[],decode,True
802,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[721, 801]",5,,,0,model.layers.5,aten.add.Tensor,[],decode,False
803,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[802],5,post_attention_layernorm,,1,model.layers.5.post_attention_layernorm,aten._to_copy.default,[],decode,True
804,post_attention_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[803],5,post_attention_layernorm,,1,model.layers.5.post_attention_layernorm,aten.pow.Tensor_Scalar,[],decode,False
805,post_attention_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[804],5,post_attention_layernorm,,1,model.layers.5.post_attention_layernorm,aten.mean.dim,[],decode,False
806,post_attention_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[805],5,post_attention_layernorm,,1,model.layers.5.post_attention_layernorm,aten.add.Tensor,[],decode,False
807,post_attention_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[806],5,post_attention_layernorm,,1,model.layers.5.post_attention_layernorm,aten.rsqrt.default,[],decode,False
808,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[803, 807]",5,post_attention_layernorm,,1,model.layers.5.post_attention_layernorm,aten.mul.Tensor,[],decode,False
809,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[808],5,post_attention_layernorm,,1,model.layers.5.post_attention_layernorm,aten._to_copy.default,[],decode,True
810,post_attention_layernorm,,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[809],5,post_attention_layernorm,,1,model.layers.5.post_attention_layernorm,aten.mul.Tensor,[model.layers.5.post_attention_layernorm.weight],decode,False
811,mlp,gate,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[810],5,mlp,gate,2,model.layers.5.mlp.gate,aten.view.default,[],decode,True
812,mlp,gate,,_to_copy,"[[B, d_model]]",,,"[[B, d_model]]",[811],5,mlp,gate,2,model.layers.5.mlp.gate,aten._to_copy.default,[],decode,True
813,mlp,gate,,_to_copy,"[[E, d_model]]","[E, d_model]",0,"[[E, d_model]]",[],5,mlp,gate,2,model.layers.5.mlp.gate,aten._to_copy.default,[model.layers.5.mlp.gate.weight],decode,True
814,mlp,gate,,t,"[[E, d_model]]","[E, d_model]",0,"[[d_model, E]]",[813],5,mlp,gate,2,model.layers.5.mlp.gate,aten.t.default,[model.layers.5.mlp.gate.weight],decode,True
815,mlp,gate,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]","[812, 814]",5,mlp,gate,2,model.layers.5.mlp.gate,aten.mm.default,[model.layers.5.mlp.gate.weight],decode,False
816,mlp,gate,,softmax,"[[B, E]]",,,"[[B, E]]",[815],5,mlp,gate,2,model.layers.5.mlp.gate,aten._softmax.default,[],decode,False
817,mlp,gate,,topk,"[[B, E]]",,,"[[B, k], [B, k]]",[816],5,mlp,gate,2,model.layers.5.mlp.gate,aten.topk.default,[],decode,False
818,mlp,gate,,elementwise_mul,"[[B, k]]",,,"[[B, k]]",[817],5,mlp,gate,2,model.layers.5.mlp.gate,aten.mul.Tensor,[],decode,False
819,mlp,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[810],5,mlp,,1,model.layers.5.mlp,aten.view.default,[],decode,True
820,mlp,experts,,view,"[[B, k]]",,,[[k]],[818],5,mlp,experts,2,model.layers.5.mlp.experts,aten.view.default,[],decode,True
821,mlp,experts,,view,"[[B, k]]",,,[[k]],[817],5,mlp,experts,2,model.layers.5.mlp.experts,aten.view.default,[],decode,True
822,mlp,experts,,sort,[[k]],,,"[[k], [k]]",[821],5,mlp,experts,2,model.layers.5.mlp.experts,aten.sort.default,[],decode,False
823,mlp,experts,,floor_divide,[[k]],,,[[k]],[822],5,mlp,experts,2,model.layers.5.mlp.experts,aten.floor_divide.default,[],decode,True
824,mlp,experts,,index,"[[B, d_model], [k]]",,,"[[k, d_model]]","[819, 823]",5,mlp,experts,2,model.layers.5.mlp.experts,aten.index.Tensor,[],decode,True
825,mlp,experts,,index,"[[k], [k]]",,,[[k]],"[820, 822]",5,mlp,experts,2,model.layers.5.mlp.experts,aten.index.Tensor,[],decode,True
826,mlp,experts,,_to_copy,[[k]],,,[[k]],[822],5,mlp,experts,2,model.layers.5.mlp.experts,aten._to_copy.default,[],decode,True
827,mlp,experts,,histc,[[k]],,,[[E]],[826],5,mlp,experts,2,model.layers.5.mlp.experts,aten.histc.default,[],decode,True
828,mlp,experts,,cumsum,[[E]],,,[[E]],[827],5,mlp,experts,2,model.layers.5.mlp.experts,aten.cumsum.default,[],decode,False
829,mlp,experts,,ge,[[k]],,,[[k]],[822],5,mlp,experts,2,model.layers.5.mlp.experts,aten.ge.Scalar,[],decode,True
830,mlp,experts,,unsqueeze,[[k]],,,"[[k, 1]]",[829],5,mlp,experts,2,model.layers.5.mlp.experts,aten.unsqueeze.default,[],decode,True
831,mlp,experts,,clamp_,[[k]],,,[[k]],[822],5,mlp,experts,2,model.layers.5.mlp.experts,aten.clamp_.default,[],decode,True
832,mlp,experts,,masked_fill_,"[[k, d_model], [k, 1]]",,,"[[k, d_model]]","[824, 830]",5,mlp,experts,2,model.layers.5.mlp.experts,aten.masked_fill_.Scalar,[],decode,True
833,mlp,experts,,transpose,"[[E, 2*d_moe, d_model]]","[E, 2*d_moe, d_model]",0,"[[E, d_model, 2*d_moe]]",[],5,mlp,experts,2,model.layers.5.mlp.experts,aten.transpose.int,[model.layers.5.mlp.experts.gate_up_proj],decode,True
834,mlp,experts,,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[828, 832, 833]",5,mlp,experts,2,model.layers.5.mlp.experts,aten._grouped_mm.default,[model.layers.5.mlp.experts.gate_up_proj],decode,False
835,mlp,experts,,split,"[[k, 2*d_moe]]",,,"[[k, d_moe], [k, d_moe]]",[834],5,mlp,experts,2,model.layers.5.mlp.experts,aten.split.Tensor,[],decode,True
836,mlp,experts,act_fn,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[835],5,mlp,experts,3,model.layers.5.mlp.experts.act_fn,aten.silu.default,[],decode,False
837,mlp,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[835, 836]",5,mlp,experts,2,model.layers.5.mlp.experts,aten.mul.Tensor,[],decode,False
838,mlp,experts,,transpose,"[[E, d_model, d_moe]]","[E, d_model, d_moe]",0,"[[E, d_moe, d_model]]",[],5,mlp,experts,2,model.layers.5.mlp.experts,aten.transpose.int,[model.layers.5.mlp.experts.down_proj],decode,True
839,mlp,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[828, 837, 838]",5,mlp,experts,2,model.layers.5.mlp.experts,aten._grouped_mm.default,[model.layers.5.mlp.experts.down_proj],decode,False
840,mlp,experts,,unsqueeze,[[k]],,,"[[k, 1]]",[825],5,mlp,experts,2,model.layers.5.mlp.experts,aten.unsqueeze.default,[],decode,True
841,mlp,experts,,elementwise_mul,"[[k, d_model], [k, 1]]",,,"[[k, d_model]]","[839, 840]",5,mlp,experts,2,model.layers.5.mlp.experts,aten.mul.Tensor,[],decode,False
842,mlp,experts,,masked_fill_,"[[k, d_model], [k, 1]]",,,"[[k, d_model]]","[830, 841]",5,mlp,experts,2,model.layers.5.mlp.experts,aten.masked_fill_.Scalar,[],decode,True
843,mlp,experts,,empty_like,[[k]],,,[[k]],[822],5,mlp,experts,2,model.layers.5.mlp.experts,aten.empty_like.default,[],decode,True
844,mlp,experts,,arange,[],,,[[k]],[],5,mlp,experts,2,model.layers.5.mlp.experts,aten.arange.default,[],decode,True
845,mlp,experts,,index_put_,"[[k], [k], [k]]",,,[[k]],"[822, 843, 844]",5,mlp,experts,2,model.layers.5.mlp.experts,aten.index_put_.default,[],decode,True
846,mlp,experts,,index,"[[k, d_model], [k]]",,,"[[k, d_model]]","[842, 845]",5,mlp,experts,2,model.layers.5.mlp.experts,aten.index.Tensor,[],decode,True
847,mlp,experts,,view,"[[k, d_model]]",,,"[[B, k, d_model]]",[846],5,mlp,experts,2,model.layers.5.mlp.experts,aten.view.default,[],decode,True
848,mlp,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]",[847],5,mlp,experts,2,model.layers.5.mlp.experts,aten.sum.dim_IntList,[],decode,True
849,mlp,experts,,_to_copy,"[[B, d_model]]",,,"[[B, d_model]]",[848],5,mlp,experts,2,model.layers.5.mlp.experts,aten._to_copy.default,[],decode,True
850,mlp,,,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[849],5,mlp,,1,model.layers.5.mlp,aten.view.default,[],decode,True
851,mlp,shared_experts,gate_proj,t,"[[E_shared*d_moe, d_model]]","[E_shared*d_moe, d_model]",0,"[[d_model, E_shared*d_moe]]",[],5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.gate_proj,aten.t.default,[model.layers.5.mlp.shared_experts.gate_proj.weight],decode,True
852,mlp,shared_experts,gate_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[810],5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.gate_proj,aten.view.default,[],decode,True
853,mlp,shared_experts,gate_proj,matmul,"[[B, d_model], [d_model, E_shared*d_moe]]","[E_shared*d_moe, d_model]",1,"[[B, E_shared*d_moe]]","[851, 852]",5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.5.mlp.shared_experts.gate_proj.weight],decode,False
854,mlp,shared_experts,gate_proj,_unsafe_view,"[[B, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]",[853],5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.gate_proj,aten._unsafe_view.default,[],decode,True
855,mlp,shared_experts,act_fn,silu,"[[B, 1, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]",[854],5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.act_fn,aten.silu.default,[],decode,False
856,mlp,shared_experts,up_proj,t,"[[E_shared*d_moe, d_model]]","[E_shared*d_moe, d_model]",0,"[[d_model, E_shared*d_moe]]",[],5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.up_proj,aten.t.default,[model.layers.5.mlp.shared_experts.up_proj.weight],decode,True
857,mlp,shared_experts,up_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[810],5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.up_proj,aten.view.default,[],decode,True
858,mlp,shared_experts,up_proj,matmul,"[[B, d_model], [d_model, E_shared*d_moe]]","[E_shared*d_moe, d_model]",1,"[[B, E_shared*d_moe]]","[856, 857]",5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.5.mlp.shared_experts.up_proj.weight],decode,False
859,mlp,shared_experts,up_proj,_unsafe_view,"[[B, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]",[858],5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.up_proj,aten._unsafe_view.default,[],decode,True
860,mlp,shared_experts,,elementwise_mul,"[[B, 1, E_shared*d_moe], [B, 1, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]","[855, 859]",5,mlp,shared_experts,2,model.layers.5.mlp.shared_experts,aten.mul.Tensor,[],decode,False
861,mlp,shared_experts,down_proj,t,"[[d_model, E_shared*d_moe]]","[d_model, E_shared*d_moe]",0,"[[E_shared*d_moe, d_model]]",[],5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.down_proj,aten.t.default,[model.layers.5.mlp.shared_experts.down_proj.weight],decode,True
862,mlp,shared_experts,down_proj,view,"[[B, 1, E_shared*d_moe]]",,,"[[B, E_shared*d_moe]]",[860],5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.down_proj,aten.view.default,[],decode,True
863,mlp,shared_experts,down_proj,matmul,"[[B, E_shared*d_moe], [E_shared*d_moe, d_model]]","[d_model, E_shared*d_moe]",1,"[[B, d_model]]","[861, 862]",5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.5.mlp.shared_experts.down_proj.weight],decode,False
864,mlp,shared_experts,down_proj,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[863],5,mlp,shared_experts,3,model.layers.5.mlp.shared_experts.down_proj,aten._unsafe_view.default,[],decode,True
865,mlp,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[850, 864]",5,mlp,,1,model.layers.5.mlp,aten.add.Tensor,[],decode,False
866,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[802, 865]",5,,,0,model.layers.5,aten.add.Tensor,[],decode,False
867,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[866],6,input_layernorm,,1,model.layers.6.input_layernorm,aten._to_copy.default,[],decode,True
868,input_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[867],6,input_layernorm,,1,model.layers.6.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False
869,input_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[868],6,input_layernorm,,1,model.layers.6.input_layernorm,aten.mean.dim,[],decode,False
870,input_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[869],6,input_layernorm,,1,model.layers.6.input_layernorm,aten.add.Tensor,[],decode,False
871,input_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[870],6,input_layernorm,,1,model.layers.6.input_layernorm,aten.rsqrt.default,[],decode,False
872,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[867, 871]",6,input_layernorm,,1,model.layers.6.input_layernorm,aten.mul.Tensor,[],decode,False
873,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[872],6,input_layernorm,,1,model.layers.6.input_layernorm,aten._to_copy.default,[],decode,True
874,input_layernorm,,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[873],6,input_layernorm,,1,model.layers.6.input_layernorm,aten.mul.Tensor,[model.layers.6.input_layernorm.weight],decode,False
875,self_attn,q_proj,,t,"[[n_h*(d_nope+d_rope), d_model]]","[n_h*(d_nope+d_rope), d_model]",0,"[[d_model, n_h*(d_nope+d_rope)]]",[],6,self_attn,q_proj,2,model.layers.6.self_attn.q_proj,aten.t.default,[model.layers.6.self_attn.q_proj.weight],decode,True
876,self_attn,q_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[874],6,self_attn,q_proj,2,model.layers.6.self_attn.q_proj,aten.view.default,[],decode,True
877,self_attn,q_proj,,matmul,"[[B, d_model], [d_model, n_h*(d_nope+d_rope)]]","[n_h*(d_nope+d_rope), d_model]",1,"[[B, n_h*(d_nope+d_rope)]]","[875, 876]",6,self_attn,q_proj,2,model.layers.6.self_attn.q_proj,aten.mm.default,[model.layers.6.self_attn.q_proj.weight],decode,False
878,self_attn,q_proj,,_unsafe_view,"[[B, n_h*(d_nope+d_rope)]]",,,"[[B, 1, n_h*(d_nope+d_rope)]]",[877],6,self_attn,q_proj,2,model.layers.6.self_attn.q_proj,aten._unsafe_view.default,[],decode,True
879,self_attn,,,view,"[[B, 1, n_h*(d_nope+d_rope)]]",,,"[[B, 1, n_h, d_nope+d_rope]]",[878],6,self_attn,,1,model.layers.6.self_attn,aten.view.default,[],decode,True
880,self_attn,,,transpose,"[[B, 1, n_h, d_nope+d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]",[879],6,self_attn,,1,model.layers.6.self_attn,aten.transpose.int,[],decode,True
881,self_attn,,,split_with_sizes,"[[B, n_h, 1, d_nope+d_rope]]",,,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_rope]]",[880],6,self_attn,,1,model.layers.6.self_attn,aten.split_with_sizes.default,[],decode,True
882,self_attn,kv_a_proj_with_mqa,,t,"[[c_kv+d_rope, d_model]]","[c_kv+d_rope, d_model]",0,"[[d_model, c_kv+d_rope]]",[],6,self_attn,kv_a_proj_with_mqa,2,model.layers.6.self_attn.kv_a_proj_with_mqa,aten.t.default,[model.layers.6.self_attn.kv_a_proj_with_mqa.weight],decode,True
883,self_attn,kv_a_proj_with_mqa,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[874],6,self_attn,kv_a_proj_with_mqa,2,model.layers.6.self_attn.kv_a_proj_with_mqa,aten.view.default,[],decode,True
884,self_attn,kv_a_proj_with_mqa,,matmul,"[[B, d_model], [d_model, c_kv+d_rope]]","[c_kv+d_rope, d_model]",1,"[[B, c_kv+d_rope]]","[882, 883]",6,self_attn,kv_a_proj_with_mqa,2,model.layers.6.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.6.self_attn.kv_a_proj_with_mqa.weight],decode,False
885,self_attn,kv_a_proj_with_mqa,,_unsafe_view,"[[B, c_kv+d_rope]]",,,"[[B, 1, c_kv+d_rope]]",[884],6,self_attn,kv_a_proj_with_mqa,2,model.layers.6.self_attn.kv_a_proj_with_mqa,aten._unsafe_view.default,[],decode,True
886,self_attn,,,split_with_sizes,"[[B, 1, c_kv+d_rope]]",,,"[[B, 1, c_kv], [B, 1, d_rope]]",[885],6,self_attn,,1,model.layers.6.self_attn,aten.split_with_sizes.default,[],decode,True
887,self_attn,kv_a_layernorm,,_to_copy,"[[B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[886],6,self_attn,kv_a_layernorm,2,model.layers.6.self_attn.kv_a_layernorm,aten._to_copy.default,[],decode,True
888,self_attn,kv_a_layernorm,,pow,"[[B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[887],6,self_attn,kv_a_layernorm,2,model.layers.6.self_attn.kv_a_layernorm,aten.pow.Tensor_Scalar,[],decode,False
889,self_attn,kv_a_layernorm,,mean,"[[B, 1, c_kv]]",,,"[[B, 1, 1]]",[888],6,self_attn,kv_a_layernorm,2,model.layers.6.self_attn.kv_a_layernorm,aten.mean.dim,[],decode,False
890,self_attn,kv_a_layernorm,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[889],6,self_attn,kv_a_layernorm,2,model.layers.6.self_attn.kv_a_layernorm,aten.add.Tensor,[],decode,False
891,self_attn,kv_a_layernorm,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[890],6,self_attn,kv_a_layernorm,2,model.layers.6.self_attn.kv_a_layernorm,aten.rsqrt.default,[],decode,False
892,self_attn,kv_a_layernorm,,elementwise_mul,"[[B, 1, c_kv], [B, 1, 1]]",,,"[[B, 1, c_kv]]","[887, 891]",6,self_attn,kv_a_layernorm,2,model.layers.6.self_attn.kv_a_layernorm,aten.mul.Tensor,[],decode,False
893,self_attn,kv_a_layernorm,,_to_copy,"[[B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[892],6,self_attn,kv_a_layernorm,2,model.layers.6.self_attn.kv_a_layernorm,aten._to_copy.default,[],decode,True
894,self_attn,kv_a_layernorm,,elementwise_mul,"[[c_kv], [B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[893],6,self_attn,kv_a_layernorm,2,model.layers.6.self_attn.kv_a_layernorm,aten.mul.Tensor,[model.layers.6.self_attn.kv_a_layernorm.weight],decode,False
