op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
1900,self_attn,,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[1899],13,self_attn,,1,model.layers.13.self_attn,aten.view.default,[],decode,True
1901,self_attn,q_norm,,_to_copy,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head]]",[1900],13,self_attn,q_norm,2,model.layers.13.self_attn.q_norm,aten._to_copy.default,[],decode,True
1902,self_attn,q_norm,,pow,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head]]",[1901],13,self_attn,q_norm,2,model.layers.13.self_attn.q_norm,aten.pow.Tensor_Scalar,[],decode,False
1903,self_attn,q_norm,,mean,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, 1]]",[1902],13,self_attn,q_norm,2,model.layers.13.self_attn.q_norm,aten.mean.dim,[],decode,False
1904,self_attn,q_norm,,elementwise_add,"[[B, 1, n_h, 1]]",,,"[[B, 1, n_h, 1]]",[1903],13,self_attn,q_norm,2,model.layers.13.self_attn.q_norm,aten.add.Tensor,[],decode,False
1905,self_attn,q_norm,,rsqrt,"[[B, 1, n_h, 1]]",,,"[[B, 1, n_h, 1]]",[1904],13,self_attn,q_norm,2,model.layers.13.self_attn.q_norm,aten.rsqrt.default,[],decode,False
1906,self_attn,q_norm,,elementwise_mul,"[[B, 1, n_h, d_head], [B, 1, n_h, 1]]",,,"[[B, 1, n_h, d_head]]","[1901, 1905]",13,self_attn,q_norm,2,model.layers.13.self_attn.q_norm,aten.mul.Tensor,[],decode,False
1907,self_attn,q_norm,,_to_copy,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head]]",[1906],13,self_attn,q_norm,2,model.layers.13.self_attn.q_norm,aten._to_copy.default,[],decode,True
1908,self_attn,q_norm,,elementwise_mul,"[[d_head], [B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head]]",[1907],13,self_attn,q_norm,2,model.layers.13.self_attn.q_norm,aten.mul.Tensor,[model.layers.13.self_attn.q_norm.weight],decode,False
1909,self_attn,,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[1908],13,self_attn,,1,model.layers.13.self_attn,aten.transpose.int,[],decode,True
1910,self_attn,k_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],13,self_attn,k_proj,2,model.layers.13.self_attn.k_proj,aten.t.default,[model.layers.13.self_attn.k_proj.weight],decode,True
1911,self_attn,k_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1895],13,self_attn,k_proj,2,model.layers.13.self_attn.k_proj,aten.view.default,[],decode,True
1912,self_attn,k_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]","[1910, 1911]",13,self_attn,k_proj,2,model.layers.13.self_attn.k_proj,aten.mm.default,[model.layers.13.self_attn.k_proj.weight],decode,False
1913,self_attn,k_proj,,_unsafe_view,"[[B, n_kv*d_head]]",,,"[[B, 1, n_kv*d_head]]",[1912],13,self_attn,k_proj,2,model.layers.13.self_attn.k_proj,aten._unsafe_view.default,[],decode,True
1914,self_attn,,,view,"[[B, 1, n_kv*d_head]]",,,"[[B, 1, n_kv, d_head]]",[1913],13,self_attn,,1,model.layers.13.self_attn,aten.view.default,[],decode,True
1915,self_attn,k_norm,,_to_copy,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head]]",[1914],13,self_attn,k_norm,2,model.layers.13.self_attn.k_norm,aten._to_copy.default,[],decode,True
1916,self_attn,k_norm,,pow,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head]]",[1915],13,self_attn,k_norm,2,model.layers.13.self_attn.k_norm,aten.pow.Tensor_Scalar,[],decode,False
1917,self_attn,k_norm,,mean,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, 1]]",[1916],13,self_attn,k_norm,2,model.layers.13.self_attn.k_norm,aten.mean.dim,[],decode,False
1918,self_attn,k_norm,,elementwise_add,"[[B, 1, n_kv, 1]]",,,"[[B, 1, n_kv, 1]]",[1917],13,self_attn,k_norm,2,model.layers.13.self_attn.k_norm,aten.add.Tensor,[],decode,False
1919,self_attn,k_norm,,rsqrt,"[[B, 1, n_kv, 1]]",,,"[[B, 1, n_kv, 1]]",[1918],13,self_attn,k_norm,2,model.layers.13.self_attn.k_norm,aten.rsqrt.default,[],decode,False
1920,self_attn,k_norm,,elementwise_mul,"[[B, 1, n_kv, d_head], [B, 1, n_kv, 1]]",,,"[[B, 1, n_kv, d_head]]","[1915, 1919]",13,self_attn,k_norm,2,model.layers.13.self_attn.k_norm,aten.mul.Tensor,[],decode,False
1921,self_attn,k_norm,,_to_copy,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head]]",[1920],13,self_attn,k_norm,2,model.layers.13.self_attn.k_norm,aten._to_copy.default,[],decode,True
1922,self_attn,k_norm,,elementwise_mul,"[[d_head], [B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head]]",[1921],13,self_attn,k_norm,2,model.layers.13.self_attn.k_norm,aten.mul.Tensor,[model.layers.13.self_attn.k_norm.weight],decode,False
1923,self_attn,,,transpose,"[[B, 1, n_kv, d_head]]",,,"[[B, n_kv, 1, d_head]]",[1922],13,self_attn,,1,model.layers.13.self_attn,aten.transpose.int,[],decode,True
1924,self_attn,v_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],13,self_attn,v_proj,2,model.layers.13.self_attn.v_proj,aten.t.default,[model.layers.13.self_attn.v_proj.weight],decode,True
1925,self_attn,v_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1895],13,self_attn,v_proj,2,model.layers.13.self_attn.v_proj,aten.view.default,[],decode,True
1926,self_attn,v_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]","[1924, 1925]",13,self_attn,v_proj,2,model.layers.13.self_attn.v_proj,aten.mm.default,[model.layers.13.self_attn.v_proj.weight],decode,False
1927,self_attn,v_proj,,_unsafe_view,"[[B, n_kv*d_head]]",,,"[[B, 1, n_kv*d_head]]",[1926],13,self_attn,v_proj,2,model.layers.13.self_attn.v_proj,aten._unsafe_view.default,[],decode,True
1928,self_attn,,,view,"[[B, 1, n_kv*d_head]]",,,"[[B, 1, n_kv, d_head]]",[1927],13,self_attn,,1,model.layers.13.self_attn,aten.view.default,[],decode,True
1929,self_attn,,,transpose,"[[B, 1, n_kv, d_head]]",,,"[[B, n_kv, 1, d_head]]",[1928],13,self_attn,,1,model.layers.13.self_attn,aten.transpose.int,[],decode,True
1930,self_attn,,,unsqueeze,"[[B, 1, d_head]]",,,"[[B, 1, 1, d_head]]",[40],13,self_attn,,1,model.layers.13.self_attn,aten.unsqueeze.default,[],decode,True
1931,self_attn,,,unsqueeze,"[[B, 1, d_head]]",,,"[[B, 1, 1, d_head]]",[41],13,self_attn,,1,model.layers.13.self_attn,aten.unsqueeze.default,[],decode,True
1932,self_attn,,,elementwise_mul,"[[B, n_h, 1, d_head], [B, 1, 1, d_head]]",,,"[[B, n_h, 1, d_head]]","[1909, 1930]",13,self_attn,,1,model.layers.13.self_attn,aten.mul.Tensor,[],decode,False
1933,self_attn,,,slice,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head/2]]",[1909],13,self_attn,,1,model.layers.13.self_attn,aten.slice.Tensor,[],decode,True
1934,self_attn,,,slice,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head/2]]",[1909],13,self_attn,,1,model.layers.13.self_attn,aten.slice.Tensor,[],decode,True
1935,self_attn,,,neg,"[[B, n_h, 1, d_head/2]]",,,"[[B, n_h, 1, d_head/2]]",[1934],13,self_attn,,1,model.layers.13.self_attn,aten.neg.default,[],decode,False
1936,self_attn,,,concat,"[[B, n_h, 1, d_head/2], [B, n_h, 1, d_head/2]]",,,"[[B, n_h, 1, d_head]]","[1933, 1935]",13,self_attn,,1,model.layers.13.self_attn,aten.cat.default,[],decode,False
1937,self_attn,,,elementwise_mul,"[[B, n_h, 1, d_head], [B, 1, 1, d_head]]",,,"[[B, n_h, 1, d_head]]","[1931, 1936]",13,self_attn,,1,model.layers.13.self_attn,aten.mul.Tensor,[],decode,False
1938,self_attn,,,elementwise_add,"[[B, n_h, 1, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]","[1932, 1937]",13,self_attn,,1,model.layers.13.self_attn,aten.add.Tensor,[],decode,False
1939,self_attn,,,elementwise_mul,"[[B, n_kv, 1, d_head], [B, 1, 1, d_head]]",,,"[[B, n_kv, 1, d_head]]","[1923, 1930]",13,self_attn,,1,model.layers.13.self_attn,aten.mul.Tensor,[],decode,False
1940,self_attn,,,slice,"[[B, n_kv, 1, d_head]]",,,"[[B, n_kv, 1, d_head/2]]",[1923],13,self_attn,,1,model.layers.13.self_attn,aten.slice.Tensor,[],decode,True
1941,self_attn,,,slice,"[[B, n_kv, 1, d_head]]",,,"[[B, n_kv, 1, d_head/2]]",[1923],13,self_attn,,1,model.layers.13.self_attn,aten.slice.Tensor,[],decode,True
1942,self_attn,,,neg,"[[B, n_kv, 1, d_head/2]]",,,"[[B, n_kv, 1, d_head/2]]",[1941],13,self_attn,,1,model.layers.13.self_attn,aten.neg.default,[],decode,False
1943,self_attn,,,concat,"[[B, n_kv, 1, d_head/2], [B, n_kv, 1, d_head/2]]",,,"[[B, n_kv, 1, d_head]]","[1940, 1942]",13,self_attn,,1,model.layers.13.self_attn,aten.cat.default,[],decode,False
1944,self_attn,,,elementwise_mul,"[[B, n_kv, 1, d_head], [B, 1, 1, d_head]]",,,"[[B, n_kv, 1, d_head]]","[1931, 1943]",13,self_attn,,1,model.layers.13.self_attn,aten.mul.Tensor,[],decode,False
1945,self_attn,,,elementwise_add,"[[B, n_kv, 1, d_head], [B, n_kv, 1, d_head]]",,,"[[B, n_kv, 1, d_head]]","[1939, 1944]",13,self_attn,,1,model.layers.13.self_attn,aten.add.Tensor,[],decode,False
1946,self_attn,,,concat,"[[B, n_kv, T, d_head], [B, n_kv, 1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[1945],13,self_attn,,1,model.layers.13.self_attn,aten.cat.default,[],decode,False
1947,self_attn,,,concat,"[[B, n_kv, T, d_head], [B, n_kv, 1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[1929],13,self_attn,,1,model.layers.13.self_attn,aten.cat.default,[],decode,False
1948,self_attn,,,unsqueeze,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, 1, T+1, d_head]]",[1946],13,self_attn,,1,model.layers.13.self_attn,aten.unsqueeze.default,[],decode,True
1949,self_attn,,,expand,"[[B, n_kv, 1, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1948],13,self_attn,,1,model.layers.13.self_attn,aten.expand.default,[],decode,True
1950,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1949],13,self_attn,,1,model.layers.13.self_attn,aten.clone.default,[],decode,True
1951,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1950],13,self_attn,,1,model.layers.13.self_attn,aten._unsafe_view.default,[],decode,True
1952,self_attn,,,unsqueeze,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, 1, T+1, d_head]]",[1947],13,self_attn,,1,model.layers.13.self_attn,aten.unsqueeze.default,[],decode,True
1953,self_attn,,,expand,"[[B, n_kv, 1, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1952],13,self_attn,,1,model.layers.13.self_attn,aten.expand.default,[],decode,True
1954,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1953],13,self_attn,,1,model.layers.13.self_attn,aten.clone.default,[],decode,True
1955,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1954],13,self_attn,,1,model.layers.13.self_attn,aten._unsafe_view.default,[],decode,True
1956,self_attn,,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[1951],13,self_attn,,1,model.layers.13.self_attn,aten.transpose.int,[],decode,True
1957,self_attn,,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[1938],13,self_attn,,1,model.layers.13.self_attn,aten.expand.default,[],decode,True
1958,self_attn,,,view,"[[B, n_h, 1, d_head]]",,,"[[n_h, B, d_head]]",[1957],13,self_attn,,1,model.layers.13.self_attn,aten.view.default,[],decode,True
1959,self_attn,,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[1956],13,self_attn,,1,model.layers.13.self_attn,aten.expand.default,[],decode,True
1960,self_attn,,,view,"[[B, n_h, d_head, T+1]]",,,"[[n_h, d_head, T+1]]",[1959],13,self_attn,,1,model.layers.13.self_attn,aten.view.default,[],decode,True
1961,self_attn,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[1958, 1960]",13,self_attn,,1,model.layers.13.self_attn,aten.bmm.default,[],decode,False
1962,self_attn,,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[1961],13,self_attn,,1,model.layers.13.self_attn,aten._unsafe_view.default,[],decode,True
1963,self_attn,,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1962],13,self_attn,,1,model.layers.13.self_attn,aten.mul.Tensor,[],decode,False
1964,self_attn,,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[22, 1963]",13,self_attn,,1,model.layers.13.self_attn,aten.add.Tensor,[],decode,False
1965,self_attn,,,_to_copy,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1964],13,self_attn,,1,model.layers.13.self_attn,aten._to_copy.default,[],decode,True
1966,self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1965],13,self_attn,,1,model.layers.13.self_attn,aten._softmax.default,[],decode,False
1967,self_attn,,,_to_copy,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1966],13,self_attn,,1,model.layers.13.self_attn,aten._to_copy.default,[],decode,True
1968,self_attn,,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1967],13,self_attn,,1,model.layers.13.self_attn,aten.expand.default,[],decode,True
1969,self_attn,,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[1968],13,self_attn,,1,model.layers.13.self_attn,aten.view.default,[],decode,True
1970,self_attn,,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1955],13,self_attn,,1,model.layers.13.self_attn,aten.expand.default,[],decode,True
1971,self_attn,,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[1970],13,self_attn,,1,model.layers.13.self_attn,aten.view.default,[],decode,True
1972,self_attn,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[1969, 1971]",13,self_attn,,1,model.layers.13.self_attn,aten.bmm.default,[],decode,False
1973,self_attn,,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[1972],13,self_attn,,1,model.layers.13.self_attn,aten._unsafe_view.default,[],decode,True
1974,self_attn,,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[1973],13,self_attn,,1,model.layers.13.self_attn,aten.transpose.int,[],decode,True
1975,self_attn,,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[1974],13,self_attn,,1,model.layers.13.self_attn,aten.view.default,[],decode,True
1976,self_attn,o_proj,,t,"[[d_model, n_h*d_head]]","[d_model, n_h*d_head]",0,"[[n_h*d_head, d_model]]",[],13,self_attn,o_proj,2,model.layers.13.self_attn.o_proj,aten.t.default,[model.layers.13.self_attn.o_proj.weight],decode,True
1977,self_attn,o_proj,,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[1975],13,self_attn,o_proj,2,model.layers.13.self_attn.o_proj,aten.view.default,[],decode,True
1978,self_attn,o_proj,,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]","[1976, 1977]",13,self_attn,o_proj,2,model.layers.13.self_attn.o_proj,aten.mm.default,[model.layers.13.self_attn.o_proj.weight],decode,False
1979,self_attn,o_proj,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1978],13,self_attn,o_proj,2,model.layers.13.self_attn.o_proj,aten._unsafe_view.default,[],decode,True
1980,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1887, 1979]",13,,,0,model.layers.13,aten.add.Tensor,[],decode,False
1981,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1980],13,post_attention_layernorm,,1,model.layers.13.post_attention_layernorm,aten._to_copy.default,[],decode,True
1982,post_attention_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1981],13,post_attention_layernorm,,1,model.layers.13.post_attention_layernorm,aten.pow.Tensor_Scalar,[],decode,False
1983,post_attention_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[1982],13,post_attention_layernorm,,1,model.layers.13.post_attention_layernorm,aten.mean.dim,[],decode,False
1984,post_attention_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1983],13,post_attention_layernorm,,1,model.layers.13.post_attention_layernorm,aten.add.Tensor,[],decode,False
1985,post_attention_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1984],13,post_attention_layernorm,,1,model.layers.13.post_attention_layernorm,aten.rsqrt.default,[],decode,False
1986,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[1981, 1985]",13,post_attention_layernorm,,1,model.layers.13.post_attention_layernorm,aten.mul.Tensor,[],decode,False
1987,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1986],13,post_attention_layernorm,,1,model.layers.13.post_attention_layernorm,aten._to_copy.default,[],decode,True
1988,post_attention_layernorm,,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[1987],13,post_attention_layernorm,,1,model.layers.13.post_attention_layernorm,aten.mul.Tensor,[model.layers.13.post_attention_layernorm.weight],decode,False
1989,mlp,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1988],13,mlp,,1,model.layers.13.mlp,aten.view.default,[],decode,True
1990,mlp,gate,,view,"[[B, d_model]]",,,"[[B, d_model]]",[1989],13,mlp,gate,2,model.layers.13.mlp.gate,aten.view.default,[],decode,True
1991,mlp,gate,,t,"[[E, d_model]]","[E, d_model]",0,"[[d_model, E]]",[],13,mlp,gate,2,model.layers.13.mlp.gate,aten.t.default,[model.layers.13.mlp.gate.weight],decode,True
1992,mlp,gate,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]","[1990, 1991]",13,mlp,gate,2,model.layers.13.mlp.gate,aten.mm.default,[model.layers.13.mlp.gate.weight],decode,False
1993,mlp,gate,,_to_copy,"[[B, E]]",,,"[[B, E]]",[1992],13,mlp,gate,2,model.layers.13.mlp.gate,aten._to_copy.default,[],decode,True
1994,mlp,gate,,softmax,"[[B, E]]",,,"[[B, E]]",[1993],13,mlp,gate,2,model.layers.13.mlp.gate,aten._softmax.default,[],decode,False
1995,mlp,gate,,topk,"[[B, E]]",,,"[[B, k], [B, k]]",[1994],13,mlp,gate,2,model.layers.13.mlp.gate,aten.topk.default,[],decode,False
1996,mlp,gate,,sum,"[[B, k]]",,,"[[B, 1]]",[1995],13,mlp,gate,2,model.layers.13.mlp.gate,aten.sum.dim_IntList,[],decode,True
1997,mlp,gate,,div_,"[[B, k], [B, 1]]",,,"[[B, k]]","[1995, 1996]",13,mlp,gate,2,model.layers.13.mlp.gate,aten.div_.Tensor,[],decode,True
1998,mlp,gate,,_to_copy,"[[B, k]]",,,"[[B, k]]",[1997],13,mlp,gate,2,model.layers.13.mlp.gate,aten._to_copy.default,[],decode,True
1999,mlp,experts,,view,"[[B, k]]",,,[[k]],[1998],13,mlp,experts,2,model.layers.13.mlp.experts,aten.view.default,[],decode,True
2000,mlp,experts,,view,"[[B, k]]",,,[[k]],[1995],13,mlp,experts,2,model.layers.13.mlp.experts,aten.view.default,[],decode,True
2001,mlp,experts,,sort,[[k]],,,"[[k], [k]]",[2000],13,mlp,experts,2,model.layers.13.mlp.experts,aten.sort.default,[],decode,False
2002,mlp,experts,,floor_divide,[[k]],,,[[k]],[2001],13,mlp,experts,2,model.layers.13.mlp.experts,aten.floor_divide.default,[],decode,True
2003,mlp,experts,,index,"[[B, d_model], [k]]",,,"[[k, d_model]]","[1989, 2002]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.index.Tensor,[],decode,True
2004,mlp,experts,,index,"[[k], [k]]",,,[[k]],"[1999, 2001]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.index.Tensor,[],decode,True
2005,mlp,experts,,_to_copy,[[k]],,,[[k]],[2001],13,mlp,experts,2,model.layers.13.mlp.experts,aten._to_copy.default,[],decode,True
2006,mlp,experts,,histc,[[k]],,,[[E]],[2005],13,mlp,experts,2,model.layers.13.mlp.experts,aten.histc.default,[],decode,True
2007,mlp,experts,,cumsum,[[E]],,,[[E]],[2006],13,mlp,experts,2,model.layers.13.mlp.experts,aten.cumsum.default,[],decode,False
2008,mlp,experts,,ge,[[k]],,,[[k]],[2001],13,mlp,experts,2,model.layers.13.mlp.experts,aten.ge.Scalar,[],decode,True
2009,mlp,experts,,unsqueeze,[[k]],,,"[[k, 1]]",[2008],13,mlp,experts,2,model.layers.13.mlp.experts,aten.unsqueeze.default,[],decode,True
2010,mlp,experts,,clamp_,[[k]],,,[[k]],[2001],13,mlp,experts,2,model.layers.13.mlp.experts,aten.clamp_.default,[],decode,True
2011,mlp,experts,,masked_fill_,"[[k, d_model], [k, 1]]",,,"[[k, d_model]]","[2003, 2009]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.masked_fill_.Scalar,[],decode,True
2012,mlp,experts,,transpose,"[[E, 2*d_moe, d_model]]","[E, 2*d_moe, d_model]",0,"[[E, d_model, 2*d_moe]]",[],13,mlp,experts,2,model.layers.13.mlp.experts,aten.transpose.int,[model.layers.13.mlp.experts.gate_up_proj],decode,True
2013,mlp,experts,,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[2007, 2011, 2012]",13,mlp,experts,2,model.layers.13.mlp.experts,aten._grouped_mm.default,[model.layers.13.mlp.experts.gate_up_proj],decode,False
2014,mlp,experts,,split,"[[k, 2*d_moe]]",,,"[[k, d_moe], [k, d_moe]]",[2013],13,mlp,experts,2,model.layers.13.mlp.experts,aten.split.Tensor,[],decode,True
2015,mlp,experts,act_fn,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[2014],13,mlp,experts,3,model.layers.13.mlp.experts.act_fn,aten.silu.default,[],decode,False
2016,mlp,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[2014, 2015]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.mul.Tensor,[],decode,False
2017,mlp,experts,,transpose,"[[E, d_model, d_moe]]","[E, d_model, d_moe]",0,"[[E, d_moe, d_model]]",[],13,mlp,experts,2,model.layers.13.mlp.experts,aten.transpose.int,[model.layers.13.mlp.experts.down_proj],decode,True
2018,mlp,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[2007, 2016, 2017]",13,mlp,experts,2,model.layers.13.mlp.experts,aten._grouped_mm.default,[model.layers.13.mlp.experts.down_proj],decode,False
2019,mlp,experts,,unsqueeze,[[k]],,,"[[k, 1]]",[2004],13,mlp,experts,2,model.layers.13.mlp.experts,aten.unsqueeze.default,[],decode,True
2020,mlp,experts,,elementwise_mul,"[[k, d_model], [k, 1]]",,,"[[k, d_model]]","[2018, 2019]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.mul.Tensor,[],decode,False
2021,mlp,experts,,masked_fill_,"[[k, d_model], [k, 1]]",,,"[[k, d_model]]","[2009, 2020]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.masked_fill_.Scalar,[],decode,True
2022,mlp,experts,,empty_like,[[k]],,,[[k]],[2001],13,mlp,experts,2,model.layers.13.mlp.experts,aten.empty_like.default,[],decode,True
2023,mlp,experts,,arange,[],,,[[k]],[],13,mlp,experts,2,model.layers.13.mlp.experts,aten.arange.default,[],decode,True
2024,mlp,experts,,index_put_,"[[k], [k], [k]]",,,[[k]],"[2001, 2022, 2023]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.index_put_.default,[],decode,True
2025,mlp,experts,,index,"[[k, d_model], [k]]",,,"[[k, d_model]]","[2021, 2024]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.index.Tensor,[],decode,True
2026,mlp,experts,,view,"[[k, d_model]]",,,"[[B, k, d_model]]",[2025],13,mlp,experts,2,model.layers.13.mlp.experts,aten.view.default,[],decode,True
2027,mlp,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]",[2026],13,mlp,experts,2,model.layers.13.mlp.experts,aten.sum.dim_IntList,[],decode,True
2028,mlp,,,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2027],13,mlp,,1,model.layers.13.mlp,aten.view.default,[],decode,True
2029,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1980, 2028]",13,,,0,model.layers.13,aten.add.Tensor,[],decode,False
2030,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2029],14,input_layernorm,,1,model.layers.14.input_layernorm,aten._to_copy.default,[],decode,True
2031,input_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2030],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False
2032,input_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[2031],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.mean.dim,[],decode,False
2033,input_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2032],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.add.Tensor,[],decode,False
2034,input_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2033],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.rsqrt.default,[],decode,False
2035,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[2030, 2034]",14,input_layernorm,,1,model.layers.14.input_layernorm,aten.mul.Tensor,[],decode,False
