op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
404,attn,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[25, 403]",7,attn,,1,transformer.h.7.attn,aten.add.Tensor,[],decode,False
405,attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[404],7,attn,,1,transformer.h.7.attn,aten._softmax.default,[],decode,False
406,attn,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[405],7,attn,,1,transformer.h.7.attn,aten.expand.default,[],decode,True
407,attn,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[406],7,attn,,1,transformer.h.7.attn,aten.view.default,[],decode,True
408,attn,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[395],7,attn,,1,transformer.h.7.attn,aten.expand.default,[],decode,True
409,attn,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[408],7,attn,,1,transformer.h.7.attn,aten.view.default,[],decode,True
410,attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[407, 409]",7,attn,,1,transformer.h.7.attn,aten.bmm.default,[],decode,False
411,attn,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[410],7,attn,,1,transformer.h.7.attn,aten._unsafe_view.default,[],decode,True
412,attn,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[411],7,attn,,1,transformer.h.7.attn,aten.transpose.int,[],decode,True
413,attn,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[412],7,attn,,1,transformer.h.7.attn,aten.view.default,[],decode,True
414,attn,c_proj,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[413],7,attn,c_proj,2,transformer.h.7.attn.c_proj,aten.view.default,[],decode,True
415,attn,c_proj,linear,"[[n_h*d_head], [B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",2,"[[B, d_model]]",[414],7,attn,c_proj,2,transformer.h.7.attn.c_proj,aten.addmm.default,"[transformer.h.7.attn.c_proj.bias, transformer.h.7.attn.c_proj.weight]",decode,False
416,attn,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[415],7,attn,c_proj,2,transformer.h.7.attn.c_proj,aten.view.default,[],decode,True
417,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[382, 416]",7,,,0,transformer.h.7,aten.add.Tensor,[],decode,False
418,ln_2,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[417],7,ln_2,,1,transformer.h.7.ln_2,aten.native_layer_norm.default,"[transformer.h.7.ln_2.bias, transformer.h.7.ln_2.weight]",decode,False
419,mlp,c_fc,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[418],7,mlp,c_fc,2,transformer.h.7.mlp.c_fc,aten.view.default,[],decode,True
420,mlp,c_fc,linear,"[[d_ff], [B, d_model], [d_model, d_ff]]","[d_model, d_ff]",2,"[[B, d_ff]]",[419],7,mlp,c_fc,2,transformer.h.7.mlp.c_fc,aten.addmm.default,"[transformer.h.7.mlp.c_fc.bias, transformer.h.7.mlp.c_fc.weight]",decode,False
421,mlp,c_fc,view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[420],7,mlp,c_fc,2,transformer.h.7.mlp.c_fc,aten.view.default,[],decode,True
422,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[421],7,mlp,act,2,transformer.h.7.mlp.act,aten.mul.Tensor,[],decode,False
423,mlp,act,pow,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[421],7,mlp,act,2,transformer.h.7.mlp.act,aten.pow.Tensor_Scalar,[],decode,False
424,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[423],7,mlp,act,2,transformer.h.7.mlp.act,aten.mul.Tensor,[],decode,False
425,mlp,act,elementwise_add,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[421, 424]",7,mlp,act,2,transformer.h.7.mlp.act,aten.add.Tensor,[],decode,False
426,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[425],7,mlp,act,2,transformer.h.7.mlp.act,aten.mul.Tensor,[],decode,False
427,mlp,act,tanh,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[426],7,mlp,act,2,transformer.h.7.mlp.act,aten.tanh.default,[],decode,False
428,mlp,act,elementwise_add,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[427],7,mlp,act,2,transformer.h.7.mlp.act,aten.add.Tensor,[],decode,False
429,mlp,act,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[422, 428]",7,mlp,act,2,transformer.h.7.mlp.act,aten.mul.Tensor,[],decode,False
430,mlp,c_proj,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[429],7,mlp,c_proj,2,transformer.h.7.mlp.c_proj,aten.view.default,[],decode,True
431,mlp,c_proj,linear,"[[d_model], [B, d_ff], [d_ff, d_model]]","[d_ff, d_model]",2,"[[B, d_model]]",[430],7,mlp,c_proj,2,transformer.h.7.mlp.c_proj,aten.addmm.default,"[transformer.h.7.mlp.c_proj.bias, transformer.h.7.mlp.c_proj.weight]",decode,False
432,mlp,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[431],7,mlp,c_proj,2,transformer.h.7.mlp.c_proj,aten.view.default,[],decode,True
433,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[417, 432]",7,,,0,transformer.h.7,aten.add.Tensor,[],decode,False
434,ln_1,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[433],8,ln_1,,1,transformer.h.8.ln_1,aten.native_layer_norm.default,"[transformer.h.8.ln_1.bias, transformer.h.8.ln_1.weight]",decode,False
435,attn,c_attn,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[434],8,attn,c_attn,2,transformer.h.8.attn.c_attn,aten.view.default,[],decode,True
436,attn,c_attn,linear,"[[(n_h+2*n_kv)*d_head], [B, d_model], [d_model, (n_h+2*n_kv)*d_head]]","[d_model, (n_h+2*n_kv)*d_head]",2,"[[B, (n_h+2*n_kv)*d_head]]",[435],8,attn,c_attn,2,transformer.h.8.attn.c_attn,aten.addmm.default,"[transformer.h.8.attn.c_attn.bias, transformer.h.8.attn.c_attn.weight]",decode,False
437,attn,c_attn,view,"[[B, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, (n_h+2*n_kv)*d_head]]",[436],8,attn,c_attn,2,transformer.h.8.attn.c_attn,aten.view.default,[],decode,True
438,attn,,split,"[[B, 1, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, n_h*d_head], [B, 1, n_h*d_head], [B, 1, n_h*d_head]]",[437],8,attn,,1,transformer.h.8.attn,aten.split.Tensor,[],decode,True
439,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[438],8,attn,,1,transformer.h.8.attn,aten.view.default,[],decode,True
440,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[439],8,attn,,1,transformer.h.8.attn,aten.transpose.int,[],decode,True
441,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[438],8,attn,,1,transformer.h.8.attn,aten.view.default,[],decode,True
442,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[441],8,attn,,1,transformer.h.8.attn,aten.transpose.int,[],decode,True
443,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[438],8,attn,,1,transformer.h.8.attn,aten.view.default,[],decode,True
444,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[443],8,attn,,1,transformer.h.8.attn,aten.transpose.int,[],decode,True
445,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[440],8,attn,,1,transformer.h.8.attn,aten.cat.default,[],decode,False
446,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[442],8,attn,,1,transformer.h.8.attn,aten.cat.default,[],decode,False
447,attn,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[445],8,attn,,1,transformer.h.8.attn,aten.transpose.int,[],decode,True
448,attn,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[444],8,attn,,1,transformer.h.8.attn,aten.expand.default,[],decode,True
449,attn,,view,"[[B, n_h, 1, d_head]]",,,"[[n_h, B, d_head]]",[448],8,attn,,1,transformer.h.8.attn,aten.view.default,[],decode,True
450,attn,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[447],8,attn,,1,transformer.h.8.attn,aten.expand.default,[],decode,True
451,attn,,view,"[[B, n_h, d_head, T+1]]",,,"[[n_h, d_head, T+1]]",[450],8,attn,,1,transformer.h.8.attn,aten.view.default,[],decode,True
452,attn,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[449, 451]",8,attn,,1,transformer.h.8.attn,aten.bmm.default,[],decode,False
453,attn,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[452],8,attn,,1,transformer.h.8.attn,aten._unsafe_view.default,[],decode,True
454,attn,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[453],8,attn,,1,transformer.h.8.attn,aten.mul.Tensor,[],decode,False
455,attn,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[25, 454]",8,attn,,1,transformer.h.8.attn,aten.add.Tensor,[],decode,False
456,attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[455],8,attn,,1,transformer.h.8.attn,aten._softmax.default,[],decode,False
457,attn,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[456],8,attn,,1,transformer.h.8.attn,aten.expand.default,[],decode,True
458,attn,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[457],8,attn,,1,transformer.h.8.attn,aten.view.default,[],decode,True
459,attn,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[446],8,attn,,1,transformer.h.8.attn,aten.expand.default,[],decode,True
460,attn,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[459],8,attn,,1,transformer.h.8.attn,aten.view.default,[],decode,True
461,attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[458, 460]",8,attn,,1,transformer.h.8.attn,aten.bmm.default,[],decode,False
462,attn,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[461],8,attn,,1,transformer.h.8.attn,aten._unsafe_view.default,[],decode,True
463,attn,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[462],8,attn,,1,transformer.h.8.attn,aten.transpose.int,[],decode,True
464,attn,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[463],8,attn,,1,transformer.h.8.attn,aten.view.default,[],decode,True
465,attn,c_proj,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[464],8,attn,c_proj,2,transformer.h.8.attn.c_proj,aten.view.default,[],decode,True
466,attn,c_proj,linear,"[[n_h*d_head], [B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",2,"[[B, d_model]]",[465],8,attn,c_proj,2,transformer.h.8.attn.c_proj,aten.addmm.default,"[transformer.h.8.attn.c_proj.bias, transformer.h.8.attn.c_proj.weight]",decode,False
467,attn,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[466],8,attn,c_proj,2,transformer.h.8.attn.c_proj,aten.view.default,[],decode,True
468,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[433, 467]",8,,,0,transformer.h.8,aten.add.Tensor,[],decode,False
469,ln_2,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[468],8,ln_2,,1,transformer.h.8.ln_2,aten.native_layer_norm.default,"[transformer.h.8.ln_2.bias, transformer.h.8.ln_2.weight]",decode,False
470,mlp,c_fc,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[469],8,mlp,c_fc,2,transformer.h.8.mlp.c_fc,aten.view.default,[],decode,True
471,mlp,c_fc,linear,"[[d_ff], [B, d_model], [d_model, d_ff]]","[d_model, d_ff]",2,"[[B, d_ff]]",[470],8,mlp,c_fc,2,transformer.h.8.mlp.c_fc,aten.addmm.default,"[transformer.h.8.mlp.c_fc.bias, transformer.h.8.mlp.c_fc.weight]",decode,False
472,mlp,c_fc,view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[471],8,mlp,c_fc,2,transformer.h.8.mlp.c_fc,aten.view.default,[],decode,True
473,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[472],8,mlp,act,2,transformer.h.8.mlp.act,aten.mul.Tensor,[],decode,False
474,mlp,act,pow,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[472],8,mlp,act,2,transformer.h.8.mlp.act,aten.pow.Tensor_Scalar,[],decode,False
475,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[474],8,mlp,act,2,transformer.h.8.mlp.act,aten.mul.Tensor,[],decode,False
476,mlp,act,elementwise_add,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[472, 475]",8,mlp,act,2,transformer.h.8.mlp.act,aten.add.Tensor,[],decode,False
477,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[476],8,mlp,act,2,transformer.h.8.mlp.act,aten.mul.Tensor,[],decode,False
478,mlp,act,tanh,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[477],8,mlp,act,2,transformer.h.8.mlp.act,aten.tanh.default,[],decode,False
479,mlp,act,elementwise_add,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[478],8,mlp,act,2,transformer.h.8.mlp.act,aten.add.Tensor,[],decode,False
480,mlp,act,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[473, 479]",8,mlp,act,2,transformer.h.8.mlp.act,aten.mul.Tensor,[],decode,False
481,mlp,c_proj,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[480],8,mlp,c_proj,2,transformer.h.8.mlp.c_proj,aten.view.default,[],decode,True
482,mlp,c_proj,linear,"[[d_model], [B, d_ff], [d_ff, d_model]]","[d_ff, d_model]",2,"[[B, d_model]]",[481],8,mlp,c_proj,2,transformer.h.8.mlp.c_proj,aten.addmm.default,"[transformer.h.8.mlp.c_proj.bias, transformer.h.8.mlp.c_proj.weight]",decode,False
483,mlp,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[482],8,mlp,c_proj,2,transformer.h.8.mlp.c_proj,aten.view.default,[],decode,True
484,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[468, 483]",8,,,0,transformer.h.8,aten.add.Tensor,[],decode,False
485,ln_1,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[484],9,ln_1,,1,transformer.h.9.ln_1,aten.native_layer_norm.default,"[transformer.h.9.ln_1.bias, transformer.h.9.ln_1.weight]",decode,False
486,attn,c_attn,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[485],9,attn,c_attn,2,transformer.h.9.attn.c_attn,aten.view.default,[],decode,True
487,attn,c_attn,linear,"[[(n_h+2*n_kv)*d_head], [B, d_model], [d_model, (n_h+2*n_kv)*d_head]]","[d_model, (n_h+2*n_kv)*d_head]",2,"[[B, (n_h+2*n_kv)*d_head]]",[486],9,attn,c_attn,2,transformer.h.9.attn.c_attn,aten.addmm.default,"[transformer.h.9.attn.c_attn.bias, transformer.h.9.attn.c_attn.weight]",decode,False
488,attn,c_attn,view,"[[B, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, (n_h+2*n_kv)*d_head]]",[487],9,attn,c_attn,2,transformer.h.9.attn.c_attn,aten.view.default,[],decode,True
489,attn,,split,"[[B, 1, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, n_h*d_head], [B, 1, n_h*d_head], [B, 1, n_h*d_head]]",[488],9,attn,,1,transformer.h.9.attn,aten.split.Tensor,[],decode,True
490,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[489],9,attn,,1,transformer.h.9.attn,aten.view.default,[],decode,True
491,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[490],9,attn,,1,transformer.h.9.attn,aten.transpose.int,[],decode,True
492,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[489],9,attn,,1,transformer.h.9.attn,aten.view.default,[],decode,True
493,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[492],9,attn,,1,transformer.h.9.attn,aten.transpose.int,[],decode,True
494,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[489],9,attn,,1,transformer.h.9.attn,aten.view.default,[],decode,True
495,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[494],9,attn,,1,transformer.h.9.attn,aten.transpose.int,[],decode,True
496,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[491],9,attn,,1,transformer.h.9.attn,aten.cat.default,[],decode,False
497,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[493],9,attn,,1,transformer.h.9.attn,aten.cat.default,[],decode,False
498,attn,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[496],9,attn,,1,transformer.h.9.attn,aten.transpose.int,[],decode,True
499,attn,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[495],9,attn,,1,transformer.h.9.attn,aten.expand.default,[],decode,True
500,attn,,view,"[[B, n_h, 1, d_head]]",,,"[[n_h, B, d_head]]",[499],9,attn,,1,transformer.h.9.attn,aten.view.default,[],decode,True
501,attn,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[498],9,attn,,1,transformer.h.9.attn,aten.expand.default,[],decode,True
502,attn,,view,"[[B, n_h, d_head, T+1]]",,,"[[n_h, d_head, T+1]]",[501],9,attn,,1,transformer.h.9.attn,aten.view.default,[],decode,True
503,attn,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[500, 502]",9,attn,,1,transformer.h.9.attn,aten.bmm.default,[],decode,False
504,attn,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[503],9,attn,,1,transformer.h.9.attn,aten._unsafe_view.default,[],decode,True
505,attn,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[504],9,attn,,1,transformer.h.9.attn,aten.mul.Tensor,[],decode,False
506,attn,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[25, 505]",9,attn,,1,transformer.h.9.attn,aten.add.Tensor,[],decode,False
507,attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[506],9,attn,,1,transformer.h.9.attn,aten._softmax.default,[],decode,False
508,attn,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[507],9,attn,,1,transformer.h.9.attn,aten.expand.default,[],decode,True
509,attn,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[508],9,attn,,1,transformer.h.9.attn,aten.view.default,[],decode,True
510,attn,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[497],9,attn,,1,transformer.h.9.attn,aten.expand.default,[],decode,True
511,attn,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[510],9,attn,,1,transformer.h.9.attn,aten.view.default,[],decode,True
512,attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[509, 511]",9,attn,,1,transformer.h.9.attn,aten.bmm.default,[],decode,False
513,attn,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[512],9,attn,,1,transformer.h.9.attn,aten._unsafe_view.default,[],decode,True
514,attn,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[513],9,attn,,1,transformer.h.9.attn,aten.transpose.int,[],decode,True
515,attn,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[514],9,attn,,1,transformer.h.9.attn,aten.view.default,[],decode,True
516,attn,c_proj,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[515],9,attn,c_proj,2,transformer.h.9.attn.c_proj,aten.view.default,[],decode,True
517,attn,c_proj,linear,"[[n_h*d_head], [B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",2,"[[B, d_model]]",[516],9,attn,c_proj,2,transformer.h.9.attn.c_proj,aten.addmm.default,"[transformer.h.9.attn.c_proj.bias, transformer.h.9.attn.c_proj.weight]",decode,False
518,attn,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[517],9,attn,c_proj,2,transformer.h.9.attn.c_proj,aten.view.default,[],decode,True
519,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[484, 518]",9,,,0,transformer.h.9,aten.add.Tensor,[],decode,False
520,ln_2,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[519],9,ln_2,,1,transformer.h.9.ln_2,aten.native_layer_norm.default,"[transformer.h.9.ln_2.bias, transformer.h.9.ln_2.weight]",decode,False
521,mlp,c_fc,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[520],9,mlp,c_fc,2,transformer.h.9.mlp.c_fc,aten.view.default,[],decode,True
522,mlp,c_fc,linear,"[[d_ff], [B, d_model], [d_model, d_ff]]","[d_model, d_ff]",2,"[[B, d_ff]]",[521],9,mlp,c_fc,2,transformer.h.9.mlp.c_fc,aten.addmm.default,"[transformer.h.9.mlp.c_fc.bias, transformer.h.9.mlp.c_fc.weight]",decode,False
523,mlp,c_fc,view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[522],9,mlp,c_fc,2,transformer.h.9.mlp.c_fc,aten.view.default,[],decode,True
524,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[523],9,mlp,act,2,transformer.h.9.mlp.act,aten.mul.Tensor,[],decode,False
525,mlp,act,pow,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[523],9,mlp,act,2,transformer.h.9.mlp.act,aten.pow.Tensor_Scalar,[],decode,False
526,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[525],9,mlp,act,2,transformer.h.9.mlp.act,aten.mul.Tensor,[],decode,False
527,mlp,act,elementwise_add,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[523, 526]",9,mlp,act,2,transformer.h.9.mlp.act,aten.add.Tensor,[],decode,False
528,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[527],9,mlp,act,2,transformer.h.9.mlp.act,aten.mul.Tensor,[],decode,False
529,mlp,act,tanh,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[528],9,mlp,act,2,transformer.h.9.mlp.act,aten.tanh.default,[],decode,False
530,mlp,act,elementwise_add,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[529],9,mlp,act,2,transformer.h.9.mlp.act,aten.add.Tensor,[],decode,False
531,mlp,act,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[524, 530]",9,mlp,act,2,transformer.h.9.mlp.act,aten.mul.Tensor,[],decode,False
532,mlp,c_proj,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[531],9,mlp,c_proj,2,transformer.h.9.mlp.c_proj,aten.view.default,[],decode,True
533,mlp,c_proj,linear,"[[d_model], [B, d_ff], [d_ff, d_model]]","[d_ff, d_model]",2,"[[B, d_model]]",[532],9,mlp,c_proj,2,transformer.h.9.mlp.c_proj,aten.addmm.default,"[transformer.h.9.mlp.c_proj.bias, transformer.h.9.mlp.c_proj.weight]",decode,False
534,mlp,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[533],9,mlp,c_proj,2,transformer.h.9.mlp.c_proj,aten.view.default,[],decode,True
535,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[519, 534]",9,,,0,transformer.h.9,aten.add.Tensor,[],decode,False
536,ln_1,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[535],10,ln_1,,1,transformer.h.10.ln_1,aten.native_layer_norm.default,"[transformer.h.10.ln_1.bias, transformer.h.10.ln_1.weight]",decode,False
537,attn,c_attn,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[536],10,attn,c_attn,2,transformer.h.10.attn.c_attn,aten.view.default,[],decode,True
538,attn,c_attn,linear,"[[(n_h+2*n_kv)*d_head], [B, d_model], [d_model, (n_h+2*n_kv)*d_head]]","[d_model, (n_h+2*n_kv)*d_head]",2,"[[B, (n_h+2*n_kv)*d_head]]",[537],10,attn,c_attn,2,transformer.h.10.attn.c_attn,aten.addmm.default,"[transformer.h.10.attn.c_attn.bias, transformer.h.10.attn.c_attn.weight]",decode,False
539,attn,c_attn,view,"[[B, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, (n_h+2*n_kv)*d_head]]",[538],10,attn,c_attn,2,transformer.h.10.attn.c_attn,aten.view.default,[],decode,True
540,attn,,split,"[[B, 1, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, n_h*d_head], [B, 1, n_h*d_head], [B, 1, n_h*d_head]]",[539],10,attn,,1,transformer.h.10.attn,aten.split.Tensor,[],decode,True
541,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[540],10,attn,,1,transformer.h.10.attn,aten.view.default,[],decode,True
542,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[541],10,attn,,1,transformer.h.10.attn,aten.transpose.int,[],decode,True
