op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
1873,self_attn,,unsqueeze,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, 1, T+1, d_head]]",[1871],9,self_attn,,1,model.layers.9.self_attn,aten.unsqueeze.default,[],decode,True
1874,self_attn,,expand,"[[B, n_kv, 1, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1873],9,self_attn,,1,model.layers.9.self_attn,aten.expand.default,[],decode,True
1875,self_attn,,clone,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1874],9,self_attn,,1,model.layers.9.self_attn,aten.clone.default,[],decode,True
1876,self_attn,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1875],9,self_attn,,1,model.layers.9.self_attn,aten._unsafe_view.default,[],decode,True
1877,self_attn,,unsqueeze,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, 1, T+1, d_head]]",[1872],9,self_attn,,1,model.layers.9.self_attn,aten.unsqueeze.default,[],decode,True
1878,self_attn,,expand,"[[B, n_kv, 1, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1877],9,self_attn,,1,model.layers.9.self_attn,aten.expand.default,[],decode,True
1879,self_attn,,clone,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1878],9,self_attn,,1,model.layers.9.self_attn,aten.clone.default,[],decode,True
1880,self_attn,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1879],9,self_attn,,1,model.layers.9.self_attn,aten._unsafe_view.default,[],decode,True
1881,self_attn,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[1876],9,self_attn,,1,model.layers.9.self_attn,aten.transpose.int,[],decode,True
1882,self_attn,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[1863],9,self_attn,,1,model.layers.9.self_attn,aten.expand.default,[],decode,True
1883,self_attn,,view,"[[B, n_h, 1, d_head]]",,,"[[n_h, B, d_head]]",[1882],9,self_attn,,1,model.layers.9.self_attn,aten.view.default,[],decode,True
1884,self_attn,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[1881],9,self_attn,,1,model.layers.9.self_attn,aten.expand.default,[],decode,True
1885,self_attn,,view,"[[B, n_h, d_head, T+1]]",,,"[[n_h, d_head, T+1]]",[1884],9,self_attn,,1,model.layers.9.self_attn,aten.view.default,[],decode,True
1886,self_attn,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[1883, 1885]",9,self_attn,,1,model.layers.9.self_attn,aten.bmm.default,[],decode,False
1887,self_attn,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[1886],9,self_attn,,1,model.layers.9.self_attn,aten._unsafe_view.default,[],decode,True
1888,self_attn,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1887],9,self_attn,,1,model.layers.9.self_attn,aten.mul.Tensor,[],decode,False
1889,self_attn,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[23, 1888]",9,self_attn,,1,model.layers.9.self_attn,aten.add.Tensor,[],decode,False
1890,self_attn,,_to_copy,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1889],9,self_attn,,1,model.layers.9.self_attn,aten._to_copy.default,[],decode,True
1891,self_attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1890],9,self_attn,,1,model.layers.9.self_attn,aten._softmax.default,[],decode,False
1892,self_attn,,_to_copy,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1891],9,self_attn,,1,model.layers.9.self_attn,aten._to_copy.default,[],decode,True
1893,self_attn,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1892],9,self_attn,,1,model.layers.9.self_attn,aten.expand.default,[],decode,True
1894,self_attn,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[1893],9,self_attn,,1,model.layers.9.self_attn,aten.view.default,[],decode,True
1895,self_attn,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1880],9,self_attn,,1,model.layers.9.self_attn,aten.expand.default,[],decode,True
1896,self_attn,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[1895],9,self_attn,,1,model.layers.9.self_attn,aten.view.default,[],decode,True
1897,self_attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[1894, 1896]",9,self_attn,,1,model.layers.9.self_attn,aten.bmm.default,[],decode,False
1898,self_attn,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[1897],9,self_attn,,1,model.layers.9.self_attn,aten._unsafe_view.default,[],decode,True
1899,self_attn,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[1898],9,self_attn,,1,model.layers.9.self_attn,aten.transpose.int,[],decode,True
1900,self_attn,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[1899],9,self_attn,,1,model.layers.9.self_attn,aten.view.default,[],decode,True
1901,self_attn,o_proj,t,"[[d_model, n_h*d_head]]","[d_model, n_h*d_head]",0,"[[n_h*d_head, d_model]]",[],9,self_attn,o_proj,2,model.layers.9.self_attn.o_proj,aten.t.default,[model.layers.9.self_attn.o_proj.weight],decode,True
1902,self_attn,o_proj,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[1900],9,self_attn,o_proj,2,model.layers.9.self_attn.o_proj,aten.view.default,[],decode,True
1903,self_attn,o_proj,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]","[1901, 1902]",9,self_attn,o_proj,2,model.layers.9.self_attn.o_proj,aten.mm.default,[model.layers.9.self_attn.o_proj.weight],decode,False
1904,self_attn,o_proj,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1903],9,self_attn,o_proj,2,model.layers.9.self_attn.o_proj,aten._unsafe_view.default,[],decode,True
1905,,,elementwise_mul,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1904],9,,,0,model.layers.9,aten.mul.Tensor,[],decode,False
1906,,,elementwise_add,"[[B, d_inner], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1834, 1905]",9,,,0,model.layers.9,aten.add.Tensor,[],decode,False
1907,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1743, 1906]",9,,,0,model.layers.9,aten.add.Tensor,[],decode,False
1908,pre_ff_layernorm,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1907],9,pre_ff_layernorm,,1,model.layers.9.pre_ff_layernorm,aten._to_copy.default,[],decode,True
1909,pre_ff_layernorm,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1908],9,pre_ff_layernorm,,1,model.layers.9.pre_ff_layernorm,aten.pow.Tensor_Scalar,[],decode,False
1910,pre_ff_layernorm,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[1909],9,pre_ff_layernorm,,1,model.layers.9.pre_ff_layernorm,aten.mean.dim,[],decode,False
1911,pre_ff_layernorm,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1910],9,pre_ff_layernorm,,1,model.layers.9.pre_ff_layernorm,aten.add.Tensor,[],decode,False
1912,pre_ff_layernorm,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1911],9,pre_ff_layernorm,,1,model.layers.9.pre_ff_layernorm,aten.rsqrt.default,[],decode,False
1913,pre_ff_layernorm,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[1908, 1912]",9,pre_ff_layernorm,,1,model.layers.9.pre_ff_layernorm,aten.mul.Tensor,[],decode,False
1914,pre_ff_layernorm,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1913],9,pre_ff_layernorm,,1,model.layers.9.pre_ff_layernorm,aten._to_copy.default,[],decode,True
1915,pre_ff_layernorm,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[1914],9,pre_ff_layernorm,,1,model.layers.9.pre_ff_layernorm,aten.mul.Tensor,[model.layers.9.pre_ff_layernorm.weight],decode,False
1916,feed_forward,up_proj,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],9,feed_forward,up_proj,2,model.layers.9.feed_forward.up_proj,aten.t.default,[model.layers.9.feed_forward.up_proj.weight],decode,True
1917,feed_forward,up_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1915],9,feed_forward,up_proj,2,model.layers.9.feed_forward.up_proj,aten.view.default,[],decode,True
1918,feed_forward,up_proj,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]","[1916, 1917]",9,feed_forward,up_proj,2,model.layers.9.feed_forward.up_proj,aten.mm.default,[model.layers.9.feed_forward.up_proj.weight],decode,False
1919,feed_forward,up_proj,_unsafe_view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[1918],9,feed_forward,up_proj,2,model.layers.9.feed_forward.up_proj,aten._unsafe_view.default,[],decode,True
1920,feed_forward,gate_proj,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],9,feed_forward,gate_proj,2,model.layers.9.feed_forward.gate_proj,aten.t.default,[model.layers.9.feed_forward.gate_proj.weight],decode,True
1921,feed_forward,gate_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1915],9,feed_forward,gate_proj,2,model.layers.9.feed_forward.gate_proj,aten.view.default,[],decode,True
1922,feed_forward,gate_proj,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]","[1920, 1921]",9,feed_forward,gate_proj,2,model.layers.9.feed_forward.gate_proj,aten.mm.default,[model.layers.9.feed_forward.gate_proj.weight],decode,False
1923,feed_forward,gate_proj,_unsafe_view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[1922],9,feed_forward,gate_proj,2,model.layers.9.feed_forward.gate_proj,aten._unsafe_view.default,[],decode,True
1924,feed_forward,,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1923],9,feed_forward,,1,model.layers.9.feed_forward,aten.mul.Tensor,[],decode,False
1925,feed_forward,act_fn,silu,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1924],9,feed_forward,act_fn,2,model.layers.9.feed_forward.act_fn,aten.silu.default,[],decode,False
1926,feed_forward,,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[1919, 1925]",9,feed_forward,,1,model.layers.9.feed_forward,aten.mul.Tensor,[],decode,False
1927,feed_forward,down_proj,t,"[[d_model, d_ff]]","[d_model, d_ff]",0,"[[d_ff, d_model]]",[],9,feed_forward,down_proj,2,model.layers.9.feed_forward.down_proj,aten.t.default,[model.layers.9.feed_forward.down_proj.weight],decode,True
1928,feed_forward,down_proj,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[1926],9,feed_forward,down_proj,2,model.layers.9.feed_forward.down_proj,aten.view.default,[],decode,True
1929,feed_forward,down_proj,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B, d_model]]","[1927, 1928]",9,feed_forward,down_proj,2,model.layers.9.feed_forward.down_proj,aten.mm.default,[model.layers.9.feed_forward.down_proj.weight],decode,False
1930,feed_forward,down_proj,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1929],9,feed_forward,down_proj,2,model.layers.9.feed_forward.down_proj,aten._unsafe_view.default,[],decode,True
1931,feed_forward,,elementwise_mul,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1930],9,feed_forward,,1,model.layers.9.feed_forward,aten.mul.Tensor,[],decode,False
1932,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1907, 1931]",9,,,0,model.layers.9,aten.add.Tensor,[],decode,False
1933,input_layernorm,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1932],10,input_layernorm,,1,model.layers.10.input_layernorm,aten._to_copy.default,[],decode,True
1934,input_layernorm,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1933],10,input_layernorm,,1,model.layers.10.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False
1935,input_layernorm,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[1934],10,input_layernorm,,1,model.layers.10.input_layernorm,aten.mean.dim,[],decode,False
1936,input_layernorm,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1935],10,input_layernorm,,1,model.layers.10.input_layernorm,aten.add.Tensor,[],decode,False
1937,input_layernorm,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1936],10,input_layernorm,,1,model.layers.10.input_layernorm,aten.rsqrt.default,[],decode,False
1938,input_layernorm,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[1933, 1937]",10,input_layernorm,,1,model.layers.10.input_layernorm,aten.mul.Tensor,[],decode,False
1939,input_layernorm,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1938],10,input_layernorm,,1,model.layers.10.input_layernorm,aten._to_copy.default,[],decode,True
1940,input_layernorm,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[1939],10,input_layernorm,,1,model.layers.10.input_layernorm,aten.mul.Tensor,[model.layers.10.input_layernorm.weight],decode,False
1941,mamba,,elementwise_mul,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1940],10,mamba,,1,model.layers.10.mamba,aten.mul.Tensor,[],decode,False
1942,mamba,in_proj,t,"[[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]",0,"[[d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[],10,mamba,in_proj,2,model.layers.10.mamba.in_proj,aten.t.default,[model.layers.10.mamba.in_proj.weight],decode,True
1943,mamba,in_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1941],10,mamba,in_proj,2,model.layers.10.mamba.in_proj,aten.view.default,[],decode,True
1944,mamba,in_proj,matmul,"[[B, d_model], [d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]",1,"[[B, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[1942, 1943]",10,mamba,in_proj,2,model.layers.10.mamba.in_proj,aten.mm.default,[model.layers.10.mamba.in_proj.weight],decode,False
1945,mamba,in_proj,_unsafe_view,"[[B, 2*d_inner+2*n_g*d_state+n_h_ssm]]",,,"[[B, 1, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[1944],10,mamba,in_proj,2,model.layers.10.mamba.in_proj,aten._unsafe_view.default,[],decode,True
1946,mamba,,elementwise_mul,"[[B, 1, 2*d_inner+2*n_g*d_state+n_h_ssm], [1, 1, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[1, 1, 2*d_inner+2*n_g*d_state+n_h_ssm]",1,"[[B, 1, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[1945],10,mamba,,1,model.layers.10.mamba,aten.mul.Tensor,[model.layers.10.mamba.mup_vector],decode,False
1947,mamba,,split_with_sizes,"[[B, 1, 2*d_inner+2*n_g*d_state+n_h_ssm]]",,,"[[B, 1, d_inner], [B, 1, d_inner+2*n_g*d_state], [B, 1, n_h_ssm]]",[1946],10,mamba,,1,model.layers.10.mamba,aten.split_with_sizes.default,[],decode,True
1948,mamba,,transpose,"[[B, 1, d_inner+2*n_g*d_state]]",,,"[[B, d_inner+2*n_g*d_state, 1]]",[1947],10,mamba,,1,model.layers.10.mamba,aten.transpose.int,[],decode,True
1949,mamba,,concat,"[[B, d_inner+2*n_g*d_state, d_conv], [B, d_inner+2*n_g*d_state, 1]]",,,"[[B, d_inner+2*n_g*d_state, d_conv+1]]",[1948],10,mamba,,1,model.layers.10.mamba,aten.cat.default,[],decode,False
1950,mamba,,slice,"[[B, d_inner+2*n_g*d_state, d_conv+1]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[1949],10,mamba,,1,model.layers.10.mamba,aten.slice.Tensor,[],decode,True
1951,mamba,,copy_,"[[B, d_inner+2*n_g*d_state, d_conv], [B, d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[1950],10,mamba,,1,model.layers.10.mamba,aten.copy_.default,[],decode,True
1952,mamba,,slice,"[[B, d_inner+2*n_g*d_state, d_conv+1]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[1949],10,mamba,,1,model.layers.10.mamba,aten.slice.Tensor,[],decode,True
1953,mamba,,squeeze,"[[d_inner+2*n_g*d_state, 1, d_conv]]","[d_inner+2*n_g*d_state, 1, d_conv]",0,"[[d_inner+2*n_g*d_state, d_conv]]",[],10,mamba,,1,model.layers.10.mamba,aten.squeeze.dim,[model.layers.10.mamba.conv1d.weight],decode,True
1954,mamba,,elementwise_mul,"[[B, d_inner+2*n_g*d_state, d_conv], [d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]","[1952, 1953]",10,mamba,,1,model.layers.10.mamba,aten.mul.Tensor,[],decode,False
1955,mamba,,sum,"[[B, d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state]]",[1954],10,mamba,,1,model.layers.10.mamba,aten.sum.dim_IntList,[],decode,True
1956,mamba,,elementwise_add,"[[B, d_inner+2*n_g*d_state], [d_inner+2*n_g*d_state]]",,,"[[B, d_inner+2*n_g*d_state]]",[1955],10,mamba,,1,model.layers.10.mamba,aten.add.Tensor,[model.layers.10.mamba.conv1d.bias],decode,False
1957,mamba,act,silu,"[[B, d_inner+2*n_g*d_state]]",,,"[[B, d_inner+2*n_g*d_state]]",[1956],10,mamba,act,2,model.layers.10.mamba.act,aten.silu.default,[],decode,False
1958,mamba,,split_with_sizes,"[[B, d_inner+2*n_g*d_state]]",,,"[[B, d_inner], [B, d_state], [B, d_state]]",[1957],10,mamba,,1,model.layers.10.mamba,aten.split_with_sizes.default,[],decode,True
1959,mamba,,_to_copy,[[n_h_ssm]],,,[[n_h_ssm]],[],10,mamba,,1,model.layers.10.mamba,aten._to_copy.default,[model.layers.10.mamba.A_log],decode,True
1960,mamba,,exp,[[n_h_ssm]],,,[[n_h_ssm]],[1959],10,mamba,,1,model.layers.10.mamba,aten.exp.default,[model.layers.10.mamba.A_log],decode,False
1961,mamba,,neg,[[n_h_ssm]],,,[[n_h_ssm]],[1960],10,mamba,,1,model.layers.10.mamba,aten.neg.default,[],decode,False
1962,mamba,,select,"[[B, 1, n_h_ssm]]",,,"[[B, n_h_ssm]]",[1947],10,mamba,,1,model.layers.10.mamba,aten.select.int,[],decode,True
1963,mamba,,unsqueeze,"[[B, n_h_ssm]]",,,"[[B, 1, n_h_ssm]]",[1962],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[],decode,True
1964,mamba,,transpose,"[[B, 1, n_h_ssm]]",,,"[[B, n_h_ssm, 1]]",[1963],10,mamba,,1,model.layers.10.mamba,aten.transpose.int,[],decode,True
1965,mamba,,expand,"[[B, n_h_ssm, 1]]",,,"[[B, n_h_ssm, d_head_ssm]]",[1964],10,mamba,,1,model.layers.10.mamba,aten.expand.default,[],decode,True
1966,mamba,,unsqueeze,[[n_h_ssm]],,,"[[n_h_ssm, B]]",[],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[model.layers.10.mamba.dt_bias],decode,True
1967,mamba,,expand,"[[n_h_ssm, B]]",,,"[[n_h_ssm, d_head_ssm]]",[1966],10,mamba,,1,model.layers.10.mamba,aten.expand.default,[],decode,True
1968,mamba,,elementwise_add,"[[B, n_h_ssm, d_head_ssm], [n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm]]","[1965, 1967]",10,mamba,,1,model.layers.10.mamba,aten.add.Tensor,[],decode,False
1969,mamba,,softplus,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm]]",[1968],10,mamba,,1,model.layers.10.mamba,aten.softplus.default,[],decode,True
1970,mamba,,clamp,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm]]",[1969],10,mamba,,1,model.layers.10.mamba,aten.clamp.default,[],decode,True
1971,mamba,,unsqueeze,[[n_h_ssm]],,,"[[n_h_ssm, B]]",[1961],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[],decode,True
1972,mamba,,unsqueeze,"[[n_h_ssm, B]]",,,"[[n_h_ssm, B, 1]]",[1971],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[],decode,True
1973,mamba,,expand,"[[n_h_ssm, B, 1]]",,,"[[n_h_ssm, d_head_ssm, d_state]]",[1972],10,mamba,,1,model.layers.10.mamba,aten.expand.default,[],decode,True
1974,mamba,,unsqueeze,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm, 1]]",[1970],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[],decode,True
1975,mamba,,elementwise_mul,"[[B, n_h_ssm, d_head_ssm, 1], [n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]","[1973, 1974]",10,mamba,,1,model.layers.10.mamba,aten.mul.Tensor,[],decode,False
1976,mamba,,exp,"[[B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]",[1975],10,mamba,,1,model.layers.10.mamba,aten.exp.default,[],decode,False
1977,mamba,,view,"[[B, d_state]]",,,"[[B, 1, d_state]]",[1958],10,mamba,,1,model.layers.10.mamba,aten.view.default,[],decode,True
1978,mamba,,unsqueeze,"[[B, 1, d_state]]",,,"[[B, 1, 1, d_state]]",[1977],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[],decode,True
1979,mamba,,expand,"[[B, 1, 1, d_state]]",,,"[[B, 1, n_h_ssm, d_state]]",[1978],10,mamba,,1,model.layers.10.mamba,aten.expand.default,[],decode,True
1980,mamba,,clone,"[[B, 1, n_h_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_state]]",[1979],10,mamba,,1,model.layers.10.mamba,aten.clone.default,[],decode,True
1981,mamba,,view,"[[B, 1, n_h_ssm, d_state]]",,,"[[B, n_h_ssm, d_state]]",[1980],10,mamba,,1,model.layers.10.mamba,aten.view.default,[],decode,True
1982,mamba,,unsqueeze,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm, 1]]",[1970],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[],decode,True
1983,mamba,,unsqueeze,"[[B, n_h_ssm, d_state]]",,,"[[B, n_h_ssm, 1, d_state]]",[1981],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[],decode,True
1984,mamba,,elementwise_mul,"[[B, n_h_ssm, d_head_ssm, 1], [B, n_h_ssm, 1, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]","[1982, 1983]",10,mamba,,1,model.layers.10.mamba,aten.mul.Tensor,[],decode,False
1985,mamba,,view,"[[B, d_inner]]",,,"[[B, n_h_ssm, d_head_ssm]]",[1958],10,mamba,,1,model.layers.10.mamba,aten.view.default,[],decode,True
1986,mamba,,unsqueeze,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm, 1]]",[1985],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[],decode,True
1987,mamba,,elementwise_mul,"[[B, n_h_ssm, d_head_ssm, d_state], [B, n_h_ssm, d_head_ssm, 1]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]","[1984, 1986]",10,mamba,,1,model.layers.10.mamba,aten.mul.Tensor,[],decode,False
1988,mamba,,elementwise_mul,"[[B, n_h_ssm, d_head_ssm, d_state], [B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]",[1976],10,mamba,,1,model.layers.10.mamba,aten.mul.Tensor,[],decode,False
1989,mamba,,elementwise_add,"[[B, n_h_ssm, d_head_ssm, d_state], [B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]","[1987, 1988]",10,mamba,,1,model.layers.10.mamba,aten.add.Tensor,[],decode,False
1990,mamba,,copy_,"[[B, n_h_ssm, d_head_ssm, d_state], [B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]",[1989],10,mamba,,1,model.layers.10.mamba,aten.copy_.default,[],decode,True
1991,mamba,,view,"[[B, d_state]]",,,"[[B, 1, d_state]]",[1958],10,mamba,,1,model.layers.10.mamba,aten.view.default,[],decode,True
1992,mamba,,unsqueeze,"[[B, 1, d_state]]",,,"[[B, 1, 1, d_state]]",[1991],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[],decode,True
1993,mamba,,expand,"[[B, 1, 1, d_state]]",,,"[[B, 1, n_h_ssm, d_state]]",[1992],10,mamba,,1,model.layers.10.mamba,aten.expand.default,[],decode,True
1994,mamba,,clone,"[[B, 1, n_h_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_state]]",[1993],10,mamba,,1,model.layers.10.mamba,aten.clone.default,[],decode,True
1995,mamba,,view,"[[B, 1, n_h_ssm, d_state]]",,,"[[B, n_h_ssm, d_state]]",[1994],10,mamba,,1,model.layers.10.mamba,aten.view.default,[],decode,True
1996,mamba,,_to_copy,"[[B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]",[1990],10,mamba,,1,model.layers.10.mamba,aten._to_copy.default,[],decode,True
1997,mamba,,view,"[[B, n_h_ssm, d_head_ssm, d_state]]",,,"[[n_h_ssm, d_head_ssm, d_state]]",[1996],10,mamba,,1,model.layers.10.mamba,aten.view.default,[],decode,True
1998,mamba,,view,"[[B, n_h_ssm, d_state]]",,,"[[n_h_ssm, d_state, B]]",[1995],10,mamba,,1,model.layers.10.mamba,aten.view.default,[],decode,True
1999,mamba,,batched_matmul,"[[n_h_ssm, d_head_ssm, d_state], [n_h_ssm, d_state, B]]",,,"[[n_h_ssm, d_head_ssm, B]]","[1997, 1998]",10,mamba,,1,model.layers.10.mamba,aten.bmm.default,[],decode,False
2000,mamba,,view,"[[n_h_ssm, d_head_ssm, B]]",,,"[[B, n_h_ssm, d_head_ssm]]",[1999],10,mamba,,1,model.layers.10.mamba,aten.view.default,[],decode,True
2001,mamba,,unsqueeze,[[n_h_ssm]],,,"[[n_h_ssm, B]]",[],10,mamba,,1,model.layers.10.mamba,aten.unsqueeze.default,[model.layers.10.mamba.D],decode,True
