op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
1575,feed_forward,,,elementwise_mul,"[[B*E, d_model], [B*E, 1]]",,,"[[B*E, d_model]]","[1571, 1574]",13,feed_forward,,1,model.layers.13.feed_forward,aten.mul.Tensor,[],decode,False,
1576,feed_forward,experts,,view,"[[B*E, d_model]]",,,"[[E, B, d_model]]",[1575],13,feed_forward,experts,2,model.layers.13.feed_forward.experts,aten.view.default,[],decode,True,
1577,feed_forward,experts,,batched_matmul,"[[E, B, d_model], [E, d_model, 2*d_moe]]","[E, d_model, 2*d_moe]",1,"[[E, B, 2*d_moe]]",[1576],13,feed_forward,experts,2,model.layers.13.feed_forward.experts,aten.bmm.default,[model.layers.13.feed_forward.experts.gate_up_proj],decode,False,
1578,feed_forward,experts,,split,"[[E, B, 2*d_moe]]",,,"[[E, B, d_moe], [E, B, d_moe]]",[1577],13,feed_forward,experts,2,model.layers.13.feed_forward.experts,aten.split.Tensor,[],decode,True,
1579,feed_forward,experts,act_fn,silu,"[[E, B, d_moe]]",,,"[[E, B, d_moe]]",[1578],13,feed_forward,experts,3,model.layers.13.feed_forward.experts.act_fn,aten.silu.default,[],decode,False,
1580,feed_forward,experts,,elementwise_mul,"[[E, B, d_moe], [E, B, d_moe]]",,,"[[E, B, d_moe]]","[1578, 1579]",13,feed_forward,experts,2,model.layers.13.feed_forward.experts,aten.mul.Tensor,[],decode,False,
1581,feed_forward,experts,,batched_matmul,"[[E, B, d_moe], [E, d_moe, d_model]]","[E, d_moe, d_model]",1,"[[E, B, d_model]]",[1580],13,feed_forward,experts,2,model.layers.13.feed_forward.experts,aten.bmm.default,[model.layers.13.feed_forward.experts.down_proj],decode,False,
1582,feed_forward,experts,,view,"[[E, B, d_model]]",,,"[[B*E, d_model]]",[1581],13,feed_forward,experts,2,model.layers.13.feed_forward.experts,aten.view.default,[],decode,True,
1583,feed_forward,shared_expert,gate_proj,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],13,feed_forward,shared_expert,3,model.layers.13.feed_forward.shared_expert.gate_proj,aten.t.default,[model.layers.13.feed_forward.shared_expert.gate_proj.weight],decode,True,
1584,feed_forward,shared_expert,gate_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]","[1562, 1583]",13,feed_forward,shared_expert,3,model.layers.13.feed_forward.shared_expert.gate_proj,aten.mm.default,[model.layers.13.feed_forward.shared_expert.gate_proj.weight],decode,False,
1585,feed_forward,shared_expert,activation_fn,silu,"[[B, d_moe]]",,,"[[B, d_moe]]",[1584],13,feed_forward,shared_expert,3,model.layers.13.feed_forward.shared_expert.activation_fn,aten.silu.default,[],decode,False,
1586,feed_forward,shared_expert,up_proj,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],13,feed_forward,shared_expert,3,model.layers.13.feed_forward.shared_expert.up_proj,aten.t.default,[model.layers.13.feed_forward.shared_expert.up_proj.weight],decode,True,
1587,feed_forward,shared_expert,up_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]","[1562, 1586]",13,feed_forward,shared_expert,3,model.layers.13.feed_forward.shared_expert.up_proj,aten.mm.default,[model.layers.13.feed_forward.shared_expert.up_proj.weight],decode,False,
1588,feed_forward,shared_expert,,elementwise_mul,"[[B, d_moe], [B, d_moe]]",,,"[[B, d_moe]]","[1585, 1587]",13,feed_forward,shared_expert,2,model.layers.13.feed_forward.shared_expert,aten.mul.Tensor,[],decode,False,
1589,feed_forward,shared_expert,down_proj,t,"[[d_model, d_moe]]","[d_model, d_moe]",0,"[[d_moe, d_model]]",[],13,feed_forward,shared_expert,3,model.layers.13.feed_forward.shared_expert.down_proj,aten.t.default,[model.layers.13.feed_forward.shared_expert.down_proj.weight],decode,True,
1590,feed_forward,shared_expert,down_proj,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]","[1588, 1589]",13,feed_forward,shared_expert,3,model.layers.13.feed_forward.shared_expert.down_proj,aten.mm.default,[model.layers.13.feed_forward.shared_expert.down_proj.weight],decode,False,
1591,feed_forward,,,view,"[[B*E, d_model]]",,,"[[E, B, d_model]]",[1582],13,feed_forward,,1,model.layers.13.feed_forward,aten.view.default,[],decode,True,
1592,feed_forward,,,sum,"[[E, B, d_model]]",,,"[[B, d_model]]",[1591],13,feed_forward,,1,model.layers.13.feed_forward,aten.sum.dim_IntList,[],decode,True,
1593,feed_forward,,,add_,"[[B, d_model], [B, d_model]]",,,"[[B, d_model]]","[1590, 1592]",13,feed_forward,,1,model.layers.13.feed_forward,aten.add_.Tensor,[],decode,True,
1594,,,,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1593],13,,,0,model.layers.13,aten.view.default,[],decode,True,
1595,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1553, 1594]",13,,,0,model.layers.13,aten.add.Tensor,[],decode,False,
1596,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1595],14,input_layernorm,,1,model.layers.14.input_layernorm,aten._to_copy.default,[],decode,True,
1597,input_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1596],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False,
1598,input_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[1597],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.mean.dim,[],decode,False,
1599,input_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1598],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.add.Tensor,[],decode,False,
1600,input_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1599],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.rsqrt.default,[],decode,False,
1601,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[1596, 1600]",14,input_layernorm,,1,model.layers.14.input_layernorm,aten.mul.Tensor,[],decode,False,
1602,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1601],14,input_layernorm,,1,model.layers.14.input_layernorm,aten._to_copy.default,[],decode,True,
1603,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [d_model]]",,,"[[B, 1, d_model]]",[1602],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.mul.Tensor,[model.layers.14.input_layernorm.weight],decode,False,
1604,self_attn,q_proj,,t,"[[n_h*d_head, d_model]]","[n_h*d_head, d_model]",0,"[[d_model, n_h*d_head]]",[],14,self_attn,q_proj,2,model.layers.14.self_attn.q_proj,aten.t.default,[model.layers.14.self_attn.q_proj.weight],decode,True,
1605,self_attn,q_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1603],14,self_attn,q_proj,2,model.layers.14.self_attn.q_proj,aten.view.default,[],decode,True,
1606,self_attn,q_proj,,matmul,"[[B, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[B, n_h*d_head]]","[1604, 1605]",14,self_attn,q_proj,2,model.layers.14.self_attn.q_proj,aten.mm.default,[model.layers.14.self_attn.q_proj.weight],decode,False,
1607,self_attn,q_proj,,_unsafe_view,"[[B, n_h*d_head]]",,,"[[B, 1, n_h*d_head]]",[1606],14,self_attn,q_proj,2,model.layers.14.self_attn.q_proj,aten._unsafe_view.default,[],decode,True,
1608,self_attn,,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[1607],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1609,self_attn,k_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],14,self_attn,k_proj,2,model.layers.14.self_attn.k_proj,aten.t.default,[model.layers.14.self_attn.k_proj.weight],decode,True,
1610,self_attn,k_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1603],14,self_attn,k_proj,2,model.layers.14.self_attn.k_proj,aten.view.default,[],decode,True,
1611,self_attn,k_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]","[1609, 1610]",14,self_attn,k_proj,2,model.layers.14.self_attn.k_proj,aten.mm.default,[model.layers.14.self_attn.k_proj.weight],decode,False,
1612,self_attn,k_proj,,_unsafe_view,"[[B, n_kv*d_head]]",,,"[[B, 1, n_kv*d_head]]",[1611],14,self_attn,k_proj,2,model.layers.14.self_attn.k_proj,aten._unsafe_view.default,[],decode,True,
1613,self_attn,,,view,"[[B, 1, n_kv*d_head]]",,,"[[B, 1, n_kv, d_head]]",[1612],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1614,self_attn,v_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],14,self_attn,v_proj,2,model.layers.14.self_attn.v_proj,aten.t.default,[model.layers.14.self_attn.v_proj.weight],decode,True,
1615,self_attn,v_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1603],14,self_attn,v_proj,2,model.layers.14.self_attn.v_proj,aten.view.default,[],decode,True,
1616,self_attn,v_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]","[1614, 1615]",14,self_attn,v_proj,2,model.layers.14.self_attn.v_proj,aten.mm.default,[model.layers.14.self_attn.v_proj.weight],decode,False,
1617,self_attn,v_proj,,_unsafe_view,"[[B, n_kv*d_head]]",,,"[[B, 1, n_kv*d_head]]",[1616],14,self_attn,v_proj,2,model.layers.14.self_attn.v_proj,aten._unsafe_view.default,[],decode,True,
1618,self_attn,,,view,"[[B, 1, n_kv*d_head]]",,,"[[B, 1, n_kv, d_head]]",[1617],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1619,self_attn,,,transpose,"[[B, 1, n_kv, d_head]]",,,"[[B, n_kv, 1, d_head]]",[1618],14,self_attn,,1,model.layers.14.self_attn,aten.transpose.int,[],decode,True,
1620,self_attn,,,_to_copy,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head]]",[1608],14,self_attn,,1,model.layers.14.self_attn,aten._to_copy.default,[],decode,True,
1621,self_attn,,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head/2, 2]]",[1620],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1622,self_attn,,,view_as_complex,"[[B, 1, n_h, d_head/2, 2]]",,,"[[B, 1, n_h, d_head/2]]",[1621],14,self_attn,,1,model.layers.14.self_attn,aten.view_as_complex.default,[],decode,True,
1623,self_attn,,,_to_copy,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head]]",[1613],14,self_attn,,1,model.layers.14.self_attn,aten._to_copy.default,[],decode,True,
1624,self_attn,,,view,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head/2, 2]]",[1623],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1625,self_attn,,,view_as_complex,"[[B, 1, n_kv, d_head/2, 2]]",,,"[[B, 1, n_kv, d_head/2]]",[1624],14,self_attn,,1,model.layers.14.self_attn,aten.view_as_complex.default,[],decode,True,
1626,self_attn,,,unsqueeze,"[[B, 1, d_head/2]]",,,"[[B, 1, 1, d_head/2]]",[70],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],decode,True,
1627,self_attn,,,elementwise_mul,"[[B, 1, n_h, d_head/2], [B, 1, 1, d_head/2]]",,,"[[B, 1, n_h, d_head/2]]","[1622, 1626]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],decode,False,
1628,self_attn,,,view_as_real,"[[B, 1, n_h, d_head/2]]",,,"[[B, 1, n_h, d_head/2, 2]]",[1627],14,self_attn,,1,model.layers.14.self_attn,aten.view_as_real.default,[],decode,True,
1629,self_attn,,,view,"[[B, 1, n_h, d_head/2, 2]]",,,"[[B, 1, n_h, d_head]]",[1628],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1630,self_attn,,,unsqueeze,"[[B, 1, d_head/2]]",,,"[[B, 1, 1, d_head/2]]",[70],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],decode,True,
1631,self_attn,,,elementwise_mul,"[[B, 1, n_kv, d_head/2], [B, 1, 1, d_head/2]]",,,"[[B, 1, n_kv, d_head/2]]","[1625, 1630]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],decode,False,
1632,self_attn,,,view_as_real,"[[B, 1, n_kv, d_head/2]]",,,"[[B, 1, n_kv, d_head/2, 2]]",[1631],14,self_attn,,1,model.layers.14.self_attn,aten.view_as_real.default,[],decode,True,
1633,self_attn,,,view,"[[B, 1, n_kv, d_head/2, 2]]",,,"[[B, 1, n_kv, d_head]]",[1632],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1634,self_attn,,,_to_copy,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head]]",[1629],14,self_attn,,1,model.layers.14.self_attn,aten._to_copy.default,[],decode,True,
1635,self_attn,,,_to_copy,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head]]",[1633],14,self_attn,,1,model.layers.14.self_attn,aten._to_copy.default,[],decode,True,
1636,self_attn,,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[1634],14,self_attn,,1,model.layers.14.self_attn,aten.transpose.int,[],decode,True,
1637,self_attn,,,transpose,"[[B, 1, n_kv, d_head]]",,,"[[B, n_kv, 1, d_head]]",[1635],14,self_attn,,1,model.layers.14.self_attn,aten.transpose.int,[],decode,True,
1638,self_attn,,,concat,"[[B, n_kv, T, d_head], [B, n_kv, 1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[1637],14,self_attn,,1,model.layers.14.self_attn,aten.cat.default,[],decode,False,
1639,self_attn,,,concat,"[[B, n_kv, T, d_head], [B, n_kv, 1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[1619],14,self_attn,,1,model.layers.14.self_attn,aten.cat.default,[],decode,False,
1640,self_attn,,,slice,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[1638],14,self_attn,,1,model.layers.14.self_attn,aten.slice.Tensor,[],decode,True,
1641,self_attn,,,slice,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[1639],14,self_attn,,1,model.layers.14.self_attn,aten.slice.Tensor,[],decode,True,
1642,self_attn,,,unsqueeze,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, 1, T+1, d_head]]",[1638],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],decode,True,
1643,self_attn,,,expand,"[[B, n_kv, 1, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1642],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True,
1644,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1643],14,self_attn,,1,model.layers.14.self_attn,aten.clone.default,[],decode,True,
1645,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1644],14,self_attn,,1,model.layers.14.self_attn,aten._unsafe_view.default,[],decode,True,
1646,self_attn,,,unsqueeze,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, 1, T+1, d_head]]",[1639],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],decode,True,
1647,self_attn,,,expand,"[[B, n_kv, 1, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1646],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True,
1648,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[1647],14,self_attn,,1,model.layers.14.self_attn,aten.clone.default,[],decode,True,
1649,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1648],14,self_attn,,1,model.layers.14.self_attn,aten._unsafe_view.default,[],decode,True,
1650,self_attn,,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[1645],14,self_attn,,1,model.layers.14.self_attn,aten.transpose.int,[],decode,True,
1651,self_attn,,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[1636],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True,
1652,self_attn,,,view,"[[B, n_h, 1, d_head]]",,,"[[B*n_h, 1, d_head]]",[1651],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1653,self_attn,,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[1650],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True,
1654,self_attn,,,view,"[[B, n_h, d_head, T+1]]",,,"[[B*n_h, d_head, T+1]]",[1653],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1655,self_attn,,,batched_matmul,"[[B*n_h, 1, d_head], [B*n_h, d_head, T+1]]",,,"[[B*n_h, 1, T+1]]","[1652, 1654]",14,self_attn,,1,model.layers.14.self_attn,aten.bmm.default,[],decode,False,
1656,self_attn,,,_unsafe_view,"[[B*n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1655],14,self_attn,,1,model.layers.14.self_attn,aten._unsafe_view.default,[],decode,True,
1657,self_attn,,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1656],14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],decode,False,
1658,self_attn,,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[55, 1657]",14,self_attn,,1,model.layers.14.self_attn,aten.add.Tensor,[],decode,False,
1659,self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1658],14,self_attn,,1,model.layers.14.self_attn,aten._softmax.default,[],decode,False,
1660,self_attn,,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1659],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True,
1661,self_attn,,,view,"[[B, n_h, 1, T+1]]",,,"[[B*n_h, 1, T+1]]",[1660],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1662,self_attn,,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1649],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True,
1663,self_attn,,,view,"[[B, n_h, T+1, d_head]]",,,"[[B*n_h, T+1, d_head]]",[1662],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1664,self_attn,,,batched_matmul,"[[B*n_h, 1, T+1], [B*n_h, T+1, d_head]]",,,"[[B*n_h, 1, d_head]]","[1661, 1663]",14,self_attn,,1,model.layers.14.self_attn,aten.bmm.default,[],decode,False,
1665,self_attn,,,_unsafe_view,"[[B*n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[1664],14,self_attn,,1,model.layers.14.self_attn,aten._unsafe_view.default,[],decode,True,
1666,self_attn,,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[1665],14,self_attn,,1,model.layers.14.self_attn,aten.transpose.int,[],decode,True,
1667,self_attn,,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[1666],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True,
1668,self_attn,o_proj,,t,"[[d_model, n_h*d_head]]","[d_model, n_h*d_head]",0,"[[n_h*d_head, d_model]]",[],14,self_attn,o_proj,2,model.layers.14.self_attn.o_proj,aten.t.default,[model.layers.14.self_attn.o_proj.weight],decode,True,
1669,self_attn,o_proj,,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[1667],14,self_attn,o_proj,2,model.layers.14.self_attn.o_proj,aten.view.default,[],decode,True,
1670,self_attn,o_proj,,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]","[1668, 1669]",14,self_attn,o_proj,2,model.layers.14.self_attn.o_proj,aten.mm.default,[model.layers.14.self_attn.o_proj.weight],decode,False,
1671,self_attn,o_proj,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1670],14,self_attn,o_proj,2,model.layers.14.self_attn.o_proj,aten._unsafe_view.default,[],decode,True,
1672,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1595, 1671]",14,,,0,model.layers.14,aten.add.Tensor,[],decode,False,
1673,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1672],14,post_attention_layernorm,,1,model.layers.14.post_attention_layernorm,aten._to_copy.default,[],decode,True,
1674,post_attention_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1673],14,post_attention_layernorm,,1,model.layers.14.post_attention_layernorm,aten.pow.Tensor_Scalar,[],decode,False,
1675,post_attention_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[1674],14,post_attention_layernorm,,1,model.layers.14.post_attention_layernorm,aten.mean.dim,[],decode,False,
1676,post_attention_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1675],14,post_attention_layernorm,,1,model.layers.14.post_attention_layernorm,aten.add.Tensor,[],decode,False,
1677,post_attention_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1676],14,post_attention_layernorm,,1,model.layers.14.post_attention_layernorm,aten.rsqrt.default,[],decode,False,
1678,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[1673, 1677]",14,post_attention_layernorm,,1,model.layers.14.post_attention_layernorm,aten.mul.Tensor,[],decode,False,
1679,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1678],14,post_attention_layernorm,,1,model.layers.14.post_attention_layernorm,aten._to_copy.default,[],decode,True,
1680,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [d_model]]",,,"[[B, 1, d_model]]",[1679],14,post_attention_layernorm,,1,model.layers.14.post_attention_layernorm,aten.mul.Tensor,[model.layers.14.post_attention_layernorm.weight],decode,False,
1681,feed_forward,gate_proj,,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],14,feed_forward,gate_proj,2,model.layers.14.feed_forward.gate_proj,aten.t.default,[model.layers.14.feed_forward.gate_proj.weight],decode,True,
1682,feed_forward,gate_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1680],14,feed_forward,gate_proj,2,model.layers.14.feed_forward.gate_proj,aten.view.default,[],decode,True,
1683,feed_forward,gate_proj,,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]","[1681, 1682]",14,feed_forward,gate_proj,2,model.layers.14.feed_forward.gate_proj,aten.mm.default,[model.layers.14.feed_forward.gate_proj.weight],decode,False,
1684,feed_forward,gate_proj,,_unsafe_view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[1683],14,feed_forward,gate_proj,2,model.layers.14.feed_forward.gate_proj,aten._unsafe_view.default,[],decode,True,
1685,feed_forward,activation_fn,,silu,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1684],14,feed_forward,activation_fn,2,model.layers.14.feed_forward.activation_fn,aten.silu.default,[],decode,False,
1686,feed_forward,up_proj,,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],14,feed_forward,up_proj,2,model.layers.14.feed_forward.up_proj,aten.t.default,[model.layers.14.feed_forward.up_proj.weight],decode,True,
1687,feed_forward,up_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1680],14,feed_forward,up_proj,2,model.layers.14.feed_forward.up_proj,aten.view.default,[],decode,True,
1688,feed_forward,up_proj,,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]","[1686, 1687]",14,feed_forward,up_proj,2,model.layers.14.feed_forward.up_proj,aten.mm.default,[model.layers.14.feed_forward.up_proj.weight],decode,False,
1689,feed_forward,up_proj,,_unsafe_view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[1688],14,feed_forward,up_proj,2,model.layers.14.feed_forward.up_proj,aten._unsafe_view.default,[],decode,True,
1690,feed_forward,,,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[1685, 1689]",14,feed_forward,,1,model.layers.14.feed_forward,aten.mul.Tensor,[],decode,False,
1691,feed_forward,down_proj,,t,"[[d_model, d_ff]]","[d_model, d_ff]",0,"[[d_ff, d_model]]",[],14,feed_forward,down_proj,2,model.layers.14.feed_forward.down_proj,aten.t.default,[model.layers.14.feed_forward.down_proj.weight],decode,True,
1692,feed_forward,down_proj,,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[1690],14,feed_forward,down_proj,2,model.layers.14.feed_forward.down_proj,aten.view.default,[],decode,True,
1693,feed_forward,down_proj,,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B, d_model]]","[1691, 1692]",14,feed_forward,down_proj,2,model.layers.14.feed_forward.down_proj,aten.mm.default,[model.layers.14.feed_forward.down_proj.weight],decode,False,
1694,feed_forward,down_proj,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1693],14,feed_forward,down_proj,2,model.layers.14.feed_forward.down_proj,aten._unsafe_view.default,[],decode,True,
1695,,,,view,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1694],14,,,0,model.layers.14,aten.view.default,[],decode,True,
1696,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1672, 1695]",14,,,0,model.layers.14,aten.add.Tensor,[],decode,False,
1697,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1696],15,input_layernorm,,1,model.layers.15.input_layernorm,aten._to_copy.default,[],decode,True,
1698,input_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1697],15,input_layernorm,,1,model.layers.15.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False,
1699,input_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[1698],15,input_layernorm,,1,model.layers.15.input_layernorm,aten.mean.dim,[],decode,False,
1700,input_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1699],15,input_layernorm,,1,model.layers.15.input_layernorm,aten.add.Tensor,[],decode,False,
1701,input_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[1700],15,input_layernorm,,1,model.layers.15.input_layernorm,aten.rsqrt.default,[],decode,False,
